AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
80,24000.0,1,3,4,1,6.0,5,214
39,268000.0,2,4,4,5,1.0,1,33
70,38700.0,1,1,1,2,1.0,4,274
78,0.0,2,1,1,2,6.0,2,85
67,39200.0,2,2,3,3,6.0,1,110
23,0.0,1,2,4,5,6.0,2,55
50,120000.0,2,3,5,3,1.0,5,68
39,0.0,1,1,4,5,6.0,1,62
31,155000.0,1,5,4,1,1.0,1,91
61,24000.0,2,1,3,1,1.0,4,60
48,250400.0,2,1,4,1,1.0,2,172
24,65000.0,2,3,4,5,1.0,1,43
30,25000.0,2,4,3,5,1.0,1,109
54,0.0,2,3,4,1,6.0,5,65
63,18000.0,1,1,2,5,3.0,2,61
83,0.0,1,1,2,3,6.0,1,53
80,22500.0,2,1,2,2,6.0,1,64
65,100100.0,1,1,3,1,6.0,1,48
55,60000.0,2,2,4,1,3.0,1,65
68,0.0,1,4,1,1,6.0,3,61
72,150000.0,1,1,5,1,1.0,2,58
21,9600.0,1,1,3,5,1.0,1,88
50,31200.0,1,1,2,1,6.0,1,285
75,86600.0,1,1,4,3,6.0,1,52
47,95000.0,2,3,4,1,1.0,5,79
22,102000.0,1,1,2,1,4.0,2,213
38,105000.0,1,1,4,4,1.0,1,57
66,3200.0,2,1,3,1,1.0,1,48
44,30000.0,2,1,2,5,1.0,2,92
45,45000.0,2,3,4,1,1.0,5,80
59,0.0,2,4,1,1,6.0,3,273
58,19700.0,2,4,3,1,1.0,7,62
44,80000.0,1,1,2,1,1.0,1,157
74,60000.0,1,4,1,1,1.0,3,76
24,3800.0,1,4,3,5,1.0,1,68
94,104000.0,2,1,2,2,6.0,1,89
60,50000.0,1,1,2,1,1.0,3,33
80,13000.0,2,3,1,2,6.0,5,90
21,27600.0,1,1,3,5,1.0,1,184
76,94000.0,2,1,4,3,1.0,1,64
41,180000.0,1,1,2,1,1.0,1,87
36,26700.0,2,5,5,1,1.0,1,89
60,30000.0,1,3,1,1,1.0,5,219
33,90000.0,1,1,3,3,1.0,1,242
36,0.0,1,4,2,1,6.0,1,77
41,220000.0,1,5,5,3,1.0,2,68
41,25000.0,2,5,1,3,1.0,1,253
26,30000.0,2,4,3,5,1.0,3,40
63,27200.0,2,3,3,1,6.0,5,50
47,125000.0,1,1,4,1,1.0,2,189
84,28100.0,1,1,4,2,6.0,2,57
32,40000.0,2,4,4,5,1.0,1,382
54,21600.0,1,4,1,1,1.0,3,137
22,60000.0,1,5,4,5,1.0,3,34
33,103000.0,2,3,5,5,1.0,1,57
55,46800.0,1,5,2,1,1.0,3,115
63,25000.0,2,4,1,1,6.0,3,90
39,100000.0,1,1,4,1,6.0,1,75
28,35000.0,1,5,1,1,1.0,3,166
68,10800.0,2,4,2,1,6.0,3,141
53,7000.0,2,1,5,3,1.0,2,72
94,27100.0,1,1,1,2,6.0,1,62
18,0.0,2,1,2,5,6.0,2,166
53,3000.0,1,3,3,1,1.0,5,47
55,3000.0,2,3,4,1,1.0,5,56
32,0.0,1,2,2,5,6.0,2,227
71,179200.0,2,1,5,1,6.0,2,35
22,8000.0,2,3,2,5,1.0,5,61
42,20000.0,2,4,3,5,1.0,3,165
90,3600.0,2,1,1,2,6.0,2,146
53,3500.0,1,4,1,1,1.0,3,79
44,86000.0,1,1,4,1,1.0,2,63
24,5000.0,1,5,4,5,1.0,1,65
64,140000.0,1,3,3,1,1.0,1,117
24,25000.0,2,5,4,5,1.0,1,163
73,61700.0,2,5,2,2,6.0,1,52
20,0.0,1,4,1,5,6.0,1,59
55,120000.0,1,1,5,1,1.0,4,75
57,34000.0,2,5,4,5,1.0,2,57
72,19200.0,2,5,4,1,6.0,3,89
77,62100.0,1,1,4,1,6.0,2,27
30,1600.0,1,2,1,5,6.0,1,20
62,0.0,1,5,1,1,3.0,3,171
59,44000.0,2,1,2,1,1.0,1,174
61,10000.0,2,2,4,5,6.0,1,67
41,225000.0,1,1,5,1,1.0,1,59
62,639000.0,1,1,4,1,1.0,1,52
44,90000.0,1,5,4,1,1.0,1,91
62,119000.0,1,1,2,1,1.0,1,175
30,50000.0,1,3,5,1,1.0,4,31
43,130000.0,2,5,5,5,1.0,1,56
32,95000.0,1,1,4,5,1.0,1,43
33,120000.0,1,3,2,1,1.0,5,55
69,0.0,1,4,3,1,6.0,1,48
29,15000.0,2,5,3,5,1.0,1,42
60,143000.0,1,3,3,5,1.0,5,60
65,201000.0,1,1,5,1,1.0,2,49
30,20000.0,1,1,2,5,1.0,2,413
35,420000.0,1,1,5,1,1.0,1,73
39,2200.0,1,2,1,5,1.0,1,110
43,9700.0,1,5,3,5,3.0,2,59
73,0.0,1,1,5,1,6.0,4,157
30,100000.0,1,1,4,5,1.0,1,100
85,211800.0,1,1,4,2,6.0,2,186
78,10800.0,1,2,3,1,6.0,1,52
39,39700.0,1,5,3,1,6.0,1,95
64,135700.0,2,1,2,1,1.0,2,52
71,8400.0,2,3,2,1,6.0,5,93
50,60000.0,2,4,5,1,1.0,6,92
55,26000.0,1,1,1,1,1.0,3,50
35,40000.0,1,1,3,1,6.0,1,76
30,13800.0,1,1,2,5,6.0,5,200
29,12000.0,2,5,3,5,1.0,1,97
58,16000.0,2,1,3,1,1.0,1,80
71,95050.0,2,1,5,2,6.0,1,57
57,42000.0,2,1,2,3,1.0,4,89
66,13000.0,1,5,2,3,6.0,2,48
26,0.0,1,3,2,5,6.0,5,40
28,28000.0,1,3,3,1,1.0,1,286
19,8000.0,1,4,3,5,1.0,1,52
22,30000.0,2,5,3,5,1.0,1,96
60,0.0,2,4,1,1,6.0,3,60
58,98620.0,2,1,5,1,1.0,1,53
60,440000.0,1,5,4,1,1.0,1,57
21,5650.0,2,1,3,5,1.0,1,94
84,58700.0,2,1,3,2,6.0,2,61
53,0.0,1,1,3,3,6.0,2,53
90,66000.0,2,1,1,2,6.0,2,37
85,423000.0,1,1,3,2,6.0,1,57
94,44400.0,2,1,3,2,6.0,2,47
46,19300.0,1,1,2,1,6.0,1,93
79,28700.0,2,1,2,3,6.0,1,36
37,75000.0,2,5,4,1,1.0,6,106
67,28800.0,1,2,1,3,6.0,2,9
48,25000.0,2,4,1,1,1.0,3,154
18,0.0,2,4,3,5,3.0,1,66
89,0.0,2,1,2,1,6.0,1,84
37,146000.0,1,3,4,1,1.0,5,90
