AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
60,65700.0,2,1,2,3,1.0,7,175
37,100000.0,1,3,2,1,1.0,5,55
38,104000.0,2,1,5,5,1.0,2,99
31,432400.0,1,5,5,1,1.0,1,75
20,27000.0,1,1,2,5,1.0,1,187
69,176000.0,2,1,5,1,1.0,6,60
31,25000.0,2,4,3,5,1.0,1,69
21,10000.0,2,5,1,5,1.0,3,63
29,30000.0,2,3,3,5,1.0,1,112
48,4000.0,1,5,4,5,1.0,6,55
18,0.0,1,3,3,5,6.0,1,64
73,49500.0,2,1,5,1,6.0,1,72
48,25000.0,2,5,1,2,1.0,3,154
18,-2900.0,1,1,2,5,6.0,1,101
25,225000.0,2,3,4,1,1.0,5,181
70,25000.0,2,1,3,3,6.0,1,66
44,25000.0,2,4,2,5,1.0,3,165
53,0.0,2,1,2,5,6.0,1,59
43,34000.0,2,1,4,1,1.0,1,87
55,0.0,1,1,1,3,6.0,2,14
45,200000.0,2,1,5,1,1.0,2,57
77,38500.0,2,1,5,1,6.0,1,62
66,209000.0,1,1,4,1,1.0,2,82
35,435000.0,1,1,4,1,1.0,2,215
38,104000.0,2,4,3,5,1.0,1,291
24,0.0,2,4,3,5,6.0,1,46
27,0.0,2,4,3,1,6.0,3,49
56,59000.0,2,1,3,3,2.0,1,55
42,100000.0,1,1,4,1,1.0,1,75
39,163000.0,1,1,5,5,1.0,1,66
40,125000.0,1,1,5,5,1.0,2,68
38,0.0,1,3,4,5,6.0,1,17
18,31000.0,1,5,4,5,1.0,1,163
46,100000.0,1,4,1,1,1.0,1,87
31,28800.0,1,4,1,5,1.0,3,219
45,15000.0,1,1,2,1,1.0,1,456
19,0.0,1,1,3,5,6.0,1,53
48,500.0,1,1,5,1,6.0,2,65
34,90000.0,1,3,4,1,1.0,1,91
73,49600.0,2,3,2,3,6.0,5,11
73,49500.0,2,1,4,1,1.0,1,34
38,108000.0,2,1,4,1,1.0,5,73
52,30000.0,1,1,1,1,1.0,3,207
22,27300.0,1,4,4,5,4.0,1,24
42,212400.0,1,3,4,1,1.0,1,69
22,40000.0,2,4,2,5,1.0,1,37
59,3200.0,2,5,1,5,6.0,6,49
80,21000.0,1,3,2,1,6.0,5,61
87,16200.0,2,1,1,2,6.0,3,28
48,141000.0,2,4,4,1,1.0,1,50
80,68300.0,2,1,3,5,6.0,1,103
62,16800.0,2,4,1,5,3.0,6,89
43,13900.0,1,1,4,5,1.0,2,46
28,29700.0,1,3,1,5,1.0,5,149
52,45000.0,1,5,3,1,6.0,6,396
94,20700.0,2,1,3,2,6.0,1,61
85,4800.0,2,1,4,2,6.0,4,87
32,73100.0,2,5,5,1,1.0,3,64
58,0.0,2,4,2,1,6.0,1,23
40,41400.0,1,5,2,1,1.0,1,269
52,126000.0,1,1,4,3,1.0,1,72
21,40000.0,2,4,2,5,1.0,1,212
63,10000.0,2,1,5,1,6.0,2,40
65,100100.0,1,1,2,1,6.0,1,160
20,27000.0,1,1,3,5,1.0,1,139
