AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
36,0.0,2,1,3,1,6.0,2,62
86,1500.0,2,1,2,2,6.0,1,56
43,678000.0,2,3,5,5,1.0,5,268
68,56000.0,2,1,5,1,6.0,2,55
38,17000.0,2,1,2,3,1.0,1,299
75,0.0,1,1,2,1,6.0,2,186
48,78000.0,2,4,4,1,1.0,1,67
55,36000.0,1,1,3,3,1.0,1,154
44,14200.0,1,2,1,4,1.0,1,184
39,64000.0,2,3,3,1,1.0,1,42
41,18700.0,1,1,5,5,1.0,1,40
69,21000.0,2,1,2,1,6.0,6,78
37,108000.0,2,3,5,5,1.0,5,107
35,45000.0,1,4,2,1,1.0,1,174
23,160000.0,2,1,4,5,2.0,1,87
48,33000.0,2,4,3,3,1.0,1,67
82,19200.0,1,3,4,2,6.0,5,121
33,170000.0,2,1,5,1,1.0,1,46
25,50000.0,2,5,3,5,1.0,5,66
57,52000.0,1,1,2,2,1.0,1,27
31,50000.0,1,1,2,1,1.0,1,69
20,30000.0,1,1,2,5,3.0,1,64
50,15100.0,2,3,3,3,1.0,5,340
72,26800.0,1,5,2,3,1.0,3,39
77,32300.0,2,1,2,3,6.0,1,88
41,12000.0,2,4,1,2,1.0,3,20
29,38300.0,1,3,3,5,1.0,1,57
20,0.0,1,4,3,5,3.0,1,67
34,50000.0,1,4,2,5,1.0,3,405
55,52000.0,1,1,3,1,1.0,1,67
89,0.0,2,3,2,1,6.0,5,64
25,44000.0,1,5,2,5,1.0,1,198
27,45000.0,1,5,2,5,1.0,1,37
75,0.0,2,5,2,5,6.0,2,15
81,94200.0,1,1,4,1,6.0,2,106
41,35400.0,1,1,3,1,1.0,3,235
36,0.0,1,5,5,1,3.0,3,58
49,67000.0,1,3,5,1,1.0,5,87
43,32100.0,1,4,1,1,1.0,1,55
33,196000.0,1,5,4,1,1.0,6,53
77,13100.0,1,4,1,1,1.0,1,181
57,19200.0,2,4,3,5,6.0,2,33
22,32000.0,1,1,2,5,1.0,1,63
31,93000.0,1,5,3,5,1.0,1,218
73,0.0,2,4,1,1,6.0,3,46
44,150000.0,1,1,4,1,1.0,1,98
23,40000.0,1,5,3,5,1.0,1,49
30,2000.0,2,3,4,4,1.0,1,239
68,75000.0,2,1,5,5,6.0,1,69
52,4000.0,1,1,2,1,6.0,1,194
30,10000.0,1,1,3,5,1.0,3,205
29,70640.0,1,1,3,5,1.0,2,72
55,66000.0,1,1,2,1,1.0,1,48
32,55010.0,1,4,4,1,1.0,1,73
87,9500.0,2,1,3,2,6.0,2,87
25,225000.0,1,4,4,5,1.0,1,79
34,90000.0,1,3,4,1,1.0,1,67
80,140000.0,2,1,5,3,6.0,2,50
73,14400.0,2,1,1,2,6.0,4,35
20,15000.0,1,3,2,5,1.0,1,55
54,52000.0,1,3,4,1,1.0,5,110
18,0.0,2,3,3,1,3.0,5,60
52,9900.0,1,5,1,5,6.0,1,16
63,48000.0,2,5,4,4,1.0,1,51
60,678000.0,2,4,4,1,1.0,1,60
19,1500.0,2,4,3,5,6.0,1,103
33,134000.0,1,1,5,1,1.0,6,227
82,52300.0,1,1,2,2,6.0,2,59
85,41000.0,1,1,2,1,6.0,2,61
57,34000.0,1,5,5,5,2.0,6,57
48,37000.0,1,4,1,1,1.0,6,230
46,100000.0,1,4,2,1,1.0,2,51
42,30.0,1,5,3,1,6.0,3,49
24,4000.0,1,5,3,5,6.0,1,280
45,0.0,2,4,1,5,6.0,3,105
71,67750.0,1,1,2,2,6.0,1,66
56,200000.0,2,3,4,1,1.0,5,54
64,49100.0,1,4,1,1,1.0,3,199
60,84000.0,1,1,1,1,6.0,3,101
63,47500.0,2,2,3,3,1.0,1,51
55,46800.0,2,1,4,1,1.0,1,52
24,28800.0,2,2,4,5,4.0,7,67
24,40000.0,2,1,3,5,1.0,2,99
30,14400.0,2,5,3,1,6.0,1,166
28,38000.0,1,4,3,5,1.0,7,63
29,30100.0,2,3,5,5,1.0,5,168
64,45000.0,1,2,5,3,1.0,2,48
18,0.0,1,4,2,5,6.0,1,61
29,270000.0,1,1,4,5,1.0,1,92
45,106000.0,1,1,2,1,1.0,1,59
45,252000.0,1,2,4,1,6.0,2,110
62,5000.0,1,1,3,1,1.0,1,10
70,31400.0,1,5,4,1,6.0,1,100
78,63000.0,1,1,5,1,6.0,1,14
69,37700.0,2,2,2,1,6.0,2,30
72,18400.0,2,4,2,1,6.0,5,176
32,0.0,1,4,4,5,6.0,6,205
48,135000.0,2,3,5,1,1.0,1,31
21,2000.0,2,4,3,5,1.0,1,72
29,70640.0,2,4,5,5,1.0,1,111
42,138000.0,1,1,4,1,1.0,2,189
45,0.0,2,1,3,1,6.0,1,89
78,41200.0,2,1,3,5,6.0,2,75
57,0.0,2,1,4,4,6.0,1,55
20,0.0,2,4,3,5,6.0,1,139
70,20800.0,2,1,4,1,6.0,2,80
43,50000.0,1,4,2,5,1.0,1,79
65,125700.0,2,1,3,3,6.0,1,37
80,18180.0,1,5,4,1,6.0,2,133
58,77000.0,1,1,3,1,1.0,2,73
55,109000.0,1,1,3,1,1.0,1,113
44,26400.0,2,1,4,1,1.0,1,49
72,26800.0,2,3,3,1,1.0,5,34
46,60000.0,2,5,4,3,3.0,1,62
61,250000.0,1,1,4,1,1.0,2,46
35,52000.0,1,4,3,1,1.0,3,74
46,124000.0,2,3,5,1,1.0,5,33
31,18000.0,2,3,4,1,1.0,1,55
49,55000.0,1,5,2,3,1.0,3,156
45,43000.0,1,3,3,5,1.0,5,127
36,0.0,2,4,3,1,6.0,1,65
41,225000.0,1,1,5,1,1.0,2,52
86,16800.0,1,5,2,1,6.0,6,56
56,6000.0,2,3,2,5,6.0,5,62
40,55000.0,2,1,3,3,1.0,1,57
70,24000.0,2,5,1,2,1.0,2,61
46,40000.0,1,5,2,1,1.0,3,174
69,9600.0,1,3,1,2,6.0,5,250
53,45000.0,2,4,2,1,1.0,6,60
19,0.0,1,3,2,5,6.0,1,58
53,8500.0,2,3,5,4,1.0,1,72
51,0.0,1,1,2,3,6.0,2,17
68,12900.0,2,1,5,1,6.0,2,88
44,85000.0,2,1,3,3,1.0,4,218
64,20000.0,1,1,1,1,1.0,1,27
36,0.0,2,1,2,5,6.0,1,23
64,59200.0,1,4,3,1,1.0,3,82
76,24000.0,2,1,4,2,1.0,1,37
45,59000.0,1,3,4,5,1.0,1,59
66,57900.0,2,5,3,3,6.0,3,78
65,52000.0,2,4,1,3,1.0,6,24
22,3000.0,2,3,3,5,1.0,5,49
44,480.0,1,1,4,5,6.0,1,3
22,0.0,1,2,2,5,6.0,1,225
60,30000.0,1,3,2,1,1.0,5,209
41,30000.0,2,2,3,1,1.0,1,74
76,-2900.0,1,1,3,5,6.0,2,52
35,103000.0,2,1,5,1,1.0,1,72
46,47000.0,1,4,1,1,1.0,1,113
33,20000.0,1,3,2,5,6.0,5,143
58,140000.0,1,5,4,1,1.0,3,23
37,60000.0,1,1,3,5,1.0,1,62
62,12000.0,2,3,2,2,1.0,5,6
46,110000.0,2,4,4,1,1.0,3,66
73,10200.0,2,1,4,1,6.0,7,36
83,22100.0,2,1,4,2,6.0,5,210
35,1200.0,2,1,3,5,6.0,1,318
70,50500.0,1,3,4,1,6.0,5,53
39,83000.0,1,1,3,1,1.0,1,63
57,31000.0,1,5,2,1,1.0,6,45
19,0.0,2,4,3,5,3.0,1,107
69,27000.0,2,1,4,1,6.0,2,83
58,16000.0,2,4,1,1,6.0,3,73
73,136900.0,2,1,2,3,6.0,5,41
68,235000.0,1,1,5,3,1.0,2,307
65,0.0,1,1,4,1,6.0,2,88
77,3500.0,1,1,2,1,6.0,1,54
65,20100.0,2,1,2,1,6.0,2,84
19,4000.0,2,1,3,5,6.0,1,64
33,120000.0,2,3,5,5,1.0,5,82
19,19600.0,1,1,2,5,6.0,2,44
34,220000.0,1,4,5,1,1.0,1,196
73,32000.0,1,5,3,1,6.0,3,100
39,45000.0,1,4,3,1,1.0,1,31
34,38000.0,1,4,2,4,6.0,3,147
51,22500.0,1,3,3,5,1.0,5,65
19,3300.0,1,3,2,5,6.0,1,69
62,1200.0,2,5,1,1,6.0,3,131
24,60000.0,2,5,4,5,1.0,1,91
53,3000.0,2,4,2,4,6.0,6,105
48,40000.0,1,3,4,1,1.0,1,321
34,40000.0,1,1,2,5,1.0,1,123
68,64500.0,2,1,3,5,6.0,1,101
55,67000.0,1,4,1,1,1.0,3,48
37,43500.0,1,1,3,1,2.0,1,74
62,7500.0,2,1,3,1,6.0,1,122
60,1600.0,2,2,1,4,1.0,1,97
72,19200.0,2,5,3,1,6.0,3,49
50,40000.0,1,5,1,5,1.0,2,65
74,79290.0,1,1,2,2,1.0,2,61
20,15000.0,2,1,2,5,1.0,1,60
62,4400.0,2,1,4,1,1.0,1,49
68,15000.0,1,1,2,2,6.0,2,64
61,1000.0,2,1,1,1,6.0,2,50
45,0.0,2,1,3,1,6.0,2,89
68,8000.0,1,1,2,5,6.0,1,116
69,9600.0,2,1,4,1,6.0,2,109
69,0.0,2,1,2,1,6.0,1,186
47,13700.0,1,1,1,3,1.0,4,55
62,1200.0,1,2,2,5,6.0,2,94
51,0.0,1,4,3,5,6.0,6,205
61,50000.0,2,4,3,1,1.0,1,278
69,62000.0,1,1,5,5,6.0,1,60
22,30000.0,1,5,2,5,1.0,1,65
59,17400.0,2,4,3,3,1.0,3,46
33,5000.0,2,5,2,3,1.0,2,248
41,100000.0,2,3,4,1,1.0,5,90
63,28000.0,2,4,1,5,1.0,3,61
42,178000.0,1,1,4,1,4.0,1,52
36,60000.0,2,1,4,5,1.0,1,150
53,40000.0,1,3,2,1,1.0,5,417
43,90000.0,2,2,5,2,6.0,7,36
36,21000.0,2,5,3,5,6.0,1,198
52,9900.0,2,5,1,3,6.0,1,37
46,45000.0,2,1,4,1,6.0,1,186
71,20400.0,2,5,4,1,6.0,3,136
27,0.0,2,4,2,5,6.0,1,184
46,40000.0,2,1,4,1,1.0,4,87
20,30700.0,1,5,3,5,1.0,1,143
43,130000.0,2,3,5,3,1.0,3,107
38,104000.0,2,1,3,5,1.0,1,95
31,28800.0,1,3,5,5,1.0,1,147
32,50000.0,2,5,2,3,1.0,6,128
24,25000.0,1,1,3,5,1.0,2,115
46,120000.0,2,3,3,1,1.0,1,51
72,13800.0,2,5,4,4,6.0,6,158
38,14000.0,1,3,3,5,6.0,5,49
36,20000.0,1,5,2,5,1.0,1,262
33,20800.0,1,5,1,4,1.0,6,72
18,43800.0,2,5,3,5,1.0,1,165
31,49400.0,1,3,5,1,1.0,5,57
52,0.0,1,4,1,3,6.0,1,84
27,110050.0,2,1,4,1,1.0,1,74
44,87130.0,2,1,4,5,1.0,1,81
28,76000.0,2,3,5,5,1.0,1,79
68,105200.0,1,1,3,1,6.0,1,160
58,57020.0,2,5,4,1,3.0,2,56
76,13400.0,2,1,1,2,6.0,6,58
29,24000.0,2,4,3,1,1.0,1,48
35,220000.0,1,5,4,1,1.0,1,70
18,0.0,2,4,2,5,6.0,1,50
45,61000.0,2,4,2,1,1.0,6,161
72,11800.0,1,1,3,5,6.0,2,116
46,95000.0,1,5,2,1,1.0,3,173
26,2200.0,2,3,4,5,3.0,5,22
29,42400.0,1,1,4,5,1.0,2,74
65,384000.0,1,1,4,1,1.0,1,37
44,0.0,2,1,3,1,6.0,2,444
55,24000.0,2,3,2,5,6.0,5,32
34,6900.0,1,1,2,1,2.0,1,110
21,0.0,1,4,3,5,6.0,1,221
45,61200.0,2,1,5,1,1.0,1,53
37,0.0,2,1,2,5,6.0,1,23
41,84500.0,2,4,4,1,6.0,1,63
33,60000.0,1,4,4,5,1.0,1,47
