AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
77,-2708.0,2,1,3,2,6.0,2,29
53,6950.0,2,4,1,5,6.0,3,63
58,71510.0,1,1,5,1,1.0,7,73
53,12877.0,1,3,3,1,3.0,1,197
36,25673.0,2,5,3,5,1.0,1,70
25,16235.0,1,4,2,5,1.0,3,234
66,61153.0,2,1,3,5,6.0,1,58
75,172035.0,1,1,5,1,1.0,2,276
51,15885.0,1,1,4,1,1.0,7,72
18,60944.0,1,5,3,5,2.0,1,78
68,6830.0,2,5,1,1,6.0,6,76
24,84460.0,1,4,3,5,1.0,1,36
69,49147.0,1,1,4,1,1.0,1,82
18,1834.0,1,4,3,5,3.0,1,56
54,101150.0,2,3,2,3,6.0,3,47
21,64988.0,1,4,2,1,1.0,1,74
81,-3629.0,2,4,1,2,6.0,3,375
67,49019.0,2,4,1,1,6.0,2,111
85,69768.0,2,4,3,4,1.0,1,78
63,-1305.0,2,1,1,1,6.0,2,33
27,5601.0,1,1,3,1,6.0,1,52
22,8510.0,2,4,1,5,3.0,1,69
57,-1513.0,2,1,3,1,1.0,3,63
68,32471.0,1,2,3,5,6.0,1,219
18,23240.0,1,5,2,5,1.0,1,138
62,248623.0,1,1,3,1,1.0,2,274
18,7715.0,2,1,4,5,2.0,1,238
20,35485.0,2,5,3,5,6.0,1,66
56,67483.0,2,1,5,1,1.0,5,93
34,-2633.0,1,4,1,4,6.0,3,86
57,-6900.0,2,4,1,5,6.0,1,62
21,25383.0,1,5,3,1,3.0,1,83
53,189593.0,2,5,1,1,6.0,1,39
48,103865.0,1,3,5,1,1.0,5,74
56,24593.0,2,1,1,1,1.0,5,88
38,69753.0,2,5,2,3,1.0,1,50
63,84760.0,1,1,5,1,1.0,1,117
74,42664.0,1,2,3,5,6.0,2,39
40,103032.0,2,5,1,1,1.0,1,133
84,17594.0,2,5,3,3,6.0,1,57
54,5975.0,1,4,1,4,6.0,3,83
62,13083.0,2,1,5,3,6.0,5,68
63,30992.0,2,4,1,1,6.0,3,255
40,238411.0,1,1,4,1,1.0,5,77
36,15673.0,2,5,4,1,1.0,1,74
18,64285.0,2,4,2,1,1.0,3,70
52,45853.0,2,2,3,1,6.0,1,43
56,117531.0,1,1,2,1,1.0,3,119
55,69862.0,1,1,4,1,1.0,1,90
67,8393.0,2,3,1,1,1.0,3,62
57,90902.0,2,1,5,1,6.0,6,73
60,47581.0,1,1,3,1,6.0,2,76
37,50787.0,2,3,5,1,1.0,5,51
55,14594.0,2,1,3,1,6.0,2,63
34,35765.0,1,4,2,1,1.0,3,62
55,2572.0,1,4,3,1,6.0,7,53
51,-1589.0,2,5,3,3,6.0,7,102
54,119253.0,2,3,4,1,1.0,5,78
73,30668.0,1,1,4,1,1.0,1,55
59,24145.0,2,2,2,1,6.0,1,79
77,42614.0,2,4,1,2,6.0,2,75
27,63336.0,2,3,4,1,1.0,5,96
23,49910.0,1,2,3,5,3.0,2,66
25,68150.0,1,5,3,5,2.0,1,249
82,116223.0,2,3,5,3,6.0,2,88
36,37922.0,2,2,3,3,1.0,1,409
38,2314.0,2,2,4,1,1.0,1,77
28,71440.0,1,1,3,5,1.0,1,43
55,11657.0,2,4,2,3,6.0,1,57
37,360759.0,1,1,4,1,1.0,2,58
18,31191.0,1,2,3,5,1.0,1,70
22,43396.0,1,5,2,5,3.0,1,42
71,105212.0,2,1,3,1,2.0,2,85
55,52975.0,2,4,3,3,6.0,4,85
73,-1955.0,2,4,3,1,6.0,6,76
36,67560.0,2,1,3,1,6.0,1,117
80,6359.0,1,4,1,1,6.0,4,131
41,64872.0,1,5,5,1,1.0,1,74
46,50164.0,1,3,4,1,1.0,5,88
48,156530.0,1,3,5,1,1.0,5,77
71,91846.0,1,1,2,2,1.0,1,89
24,38049.0,2,3,3,1,1.0,7,127
72,201408.0,2,3,3,1,1.0,5,79
32,56320.0,1,5,4,5,4.0,1,134
70,9450.0,2,2,3,3,6.0,1,79
21,53765.0,1,4,2,5,2.0,1,202
58,32831.0,1,4,4,1,1.0,7,82
58,23300.0,2,2,3,5,6.0,1,74
22,-4503.0,1,5,1,1,3.0,3,90
85,97814.0,1,1,4,3,1.0,2,35
28,120902.0,1,5,5,1,1.0,5,71
25,12489.0,2,5,1,5,6.0,3,46
26,33168.0,2,3,4,1,1.0,5,73
27,44682.0,2,2,3,3,1.0,1,52
82,36858.0,2,1,1,2,6.0,6,54
77,206310.0,1,1,5,1,1.0,2,51
28,100653.0,1,1,4,1,1.0,1,64
68,76245.0,1,1,4,1,1.0,1,77
26,18486.0,1,1,1,5,6.0,2,69
26,2185.0,2,4,1,5,3.0,3,101
65,41830.0,2,1,2,1,1.0,7,67
40,150122.0,1,2,4,1,1.0,5,39
46,16306.0,2,4,1,1,6.0,3,85
57,94300.0,1,4,2,1,1.0,3,223
57,249506.0,2,1,5,1,1.0,4,58
66,77289.0,2,1,3,3,6.0,1,70
58,60078.0,1,1,3,1,1.0,1,59
70,15465.0,1,5,4,3,3.0,2,104
53,78906.0,2,3,4,2,6.0,3,38
66,89956.0,2,3,5,1,6.0,3,63
62,23198.0,1,1,3,1,1.0,2,51
62,11813.0,2,5,1,2,6.0,3,82
19,50328.0,1,1,2,5,3.0,1,236
52,41136.0,1,5,2,5,1.0,1,62
59,230370.0,2,3,3,3,6.0,5,49
