AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
59.0,140000.0,1.0,1.0,5.0,1.0,1.0,1.0,198.0
57.0,120000.0,1.0,3.0,2.0,1.0,1.0,5.0,293.0
33.0,23000.0,2.0,4.0,3.0,1.0,1.0,1.0,87.0
57.0,100000.0,2.0,1.0,4.0,1.0,1.0,1.0,177.0
39.0,101000.0,2.0,5.0,5.0,1.0,1.0,1.0,91.0
25.0,60000.0,2.0,1.0,2.0,5.0,1.0,1.0,95.0
32.0,16800.0,2.0,1.0,2.0,5.0,1.0,1.0,143.0
22.0,14500.0,2.0,1.0,1.0,5.0,1.0,1.0,25.0
31.0,40000.0,1.0,4.0,5.0,5.0,1.0,1.0,138.0
24.0,25000.0,2.0,4.0,1.0,5.0,6.0,1.0,73.0
71.0,16000.0,2.0,4.0,2.0,3.0,6.0,1.0,323.0
66.0,11600.0,2.0,1.0,1.0,2.0,1.0,1.0,61.0
43.0,0.0,2.0,4.0,2.0,1.0,6.0,3.0,80.0
46.0,5000.0,1.0,1.0,3.0,5.0,1.0,1.0,90.0
53.0,150000.0,1.0,1.0,3.0,1.0,1.0,1.0,47.0
58.0,98000.0,2.0,5.0,1.0,1.0,1.0,3.0,66.0
41.0,100000.0,1.0,4.0,4.0,1.0,1.0,1.0,52.0
55.0,27000.0,2.0,1.0,5.0,1.0,1.0,2.0,82.0
40.0,130000.0,1.0,1.0,5.0,1.0,1.0,2.0,98.0
55.0,0.0,2.0,1.0,3.0,5.0,6.0,1.0,175.0
21.0,9300.0,1.0,5.0,4.0,5.0,6.0,1.0,110.0
31.0,36000.0,1.0,4.0,3.0,1.0,1.0,1.0,241.0
55.0,27000.0,1.0,5.0,4.0,1.0,1.0,1.0,30.0
43.0,20000.0,2.0,3.0,4.0,1.0,1.0,5.0,101.0
51.0,110000.0,2.0,1.0,4.0,1.0,1.0,2.0,543.0
60.0,14500.0,1.0,1.0,2.0,1.0,1.0,1.0,157.0
54.0,80000.0,2.0,1.0,4.0,1.0,1.0,1.0,58.0
35.0,40000.0,1.0,3.0,2.0,1.0,1.0,5.0,97.0
35.0,0.0,2.0,5.0,3.0,5.0,6.0,3.0,74.0
36.0,0.0,1.0,2.0,2.0,5.0,6.0,1.0,358.0
41.0,0.0,2.0,4.0,1.0,1.0,6.0,3.0,169.0
55.0,40000.0,2.0,1.0,2.0,1.0,2.0,2.0,91.0
65.0,154900.0,1.0,1.0,5.0,1.0,1.0,4.0,12.0
33.0,80000.0,1.0,5.0,3.0,5.0,1.0,1.0,51.0
71.0,0.0,2.0,1.0,2.0,1.0,6.0,2.0,15.0
71.0,13800.0,1.0,1.0,2.0,5.0,6.0,1.0,66.0
62.0,20000.0,2.0,1.0,3.0,1.0,1.0,1.0,76.0
23.0,2000.0,2.0,1.0,3.0,5.0,1.0,4.0,119.0
24.0,25000.0,1.0,4.0,3.0,5.0,1.0,1.0,45.0
33.0,45000.0,1.0,2.0,4.0,5.0,1.0,1.0,183.0
39.0,50000.0,1.0,4.0,2.0,3.0,1.0,6.0,48.0
56.0,0.0,2.0,5.0,1.0,1.0,6.0,3.0,247.0
22.0,0.0,2.0,4.0,4.0,5.0,6.0,1.0,167.0
56.0,50000.0,2.0,1.0,2.0,1.0,1.0,1.0,113.0
20.0,25000.0,2.0,1.0,2.0,5.0,1.0,2.0,29.0
74.0,0.0,1.0,1.0,2.0,2.0,6.0,1.0,172.0
38.0,14500.0,2.0,4.0,3.0,1.0,1.0,1.0,71.0
69.0,60000.0,1.0,1.0,2.0,1.0,6.0,1.0,108.0
33.0,90000.0,2.0,1.0,4.0,1.0,1.0,2.0,103.0
53.0,50000.0,2.0,4.0,3.0,1.0,1.0,1.0,127.0
63.0,38700.0,2.0,1.0,3.0,1.0,1.0,4.0,84.0
63.0,180000.0,2.0,1.0,5.0,1.0,1.0,2.0,59.0
66.0,14400.0,2.0,5.0,3.0,1.0,6.0,2.0,67.0
67.0,19200.0,1.0,3.0,4.0,1.0,6.0,1.0,85.0
66.0,0.0,1.0,1.0,4.0,1.0,6.0,1.0,66.0
53.0,42000.0,1.0,5.0,2.0,1.0,1.0,3.0,175.0
66.0,13800.0,2.0,4.0,1.0,1.0,6.0,1.0,182.0
