AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
50.0,-1476.0,1,1,5,4,1,6,51.0
87.0,480812.0,2,5,4,2,2,6,344.0
30.0,541567.0,2,1,1,3,1,1,614.0
50.0,92424.0,2,3,2,1,1,5,105.0
36.0,-4670.0,2,5,3,5,3,7,190.0
92.0,34522.0,2,4,2,3,4,7,133.0
85.0,1032473.0,2,5,2,3,1,3,195.0
87.0,200974.0,1,2,5,5,6,7,82.0
20.0,80379.0,1,5,2,5,6,1,180.0
57.0,468210.0,1,4,3,4,2,1,56.0
55.0,101082.0,1,4,4,1,1,6,398.0
42.0,1011770.0,2,2,3,2,1,7,102.0
66.0,134.0,1,1,3,1,6,3,65.0
45.0,44976.0,2,5,3,4,1,2,158.0
42.0,380345.0,1,4,3,2,3,1,93.0
20.0,66827.0,1,4,3,5,1,1,65.0
43.0,146963.0,2,2,3,1,1,7,541.0
73.0,121390.0,2,1,5,1,2,2,200.0
90.0,35446.0,2,1,4,5,1,2,115.0
44.0,1049513.0,1,2,4,3,1,7,233.0
33.0,77391.0,2,5,4,1,1,3,53.0
43.0,80933.0,1,4,2,4,1,1,569.0
47.0,729536.0,2,5,3,4,4,5,138.0
43.0,605983.0,2,3,2,3,4,6,146.0
49.0,19239.0,2,4,4,1,6,5,514.0
28.0,86022.0,1,5,4,1,1,6,610.0
37.0,204988.0,2,4,3,1,1,1,447.0
52.0,67385.0,2,4,4,1,1,5,493.0
38.0,69231.0,1,1,5,1,1,1,252.0
67.0,92627.0,1,4,5,1,1,6,420.0
79.0,544235.0,1,3,4,1,2,5,228.0
41.0,228518.0,2,2,2,4,3,7,247.0
55.0,85331.0,1,2,2,1,2,6,350.0
53.0,155319.0,1,4,1,5,4,2,500.0
61.0,672910.0,1,1,1,2,1,1,248.0
57.0,802618.0,2,4,4,1,3,5,584.0
68.0,14961.0,2,3,5,5,6,6,168.0
43.0,34313.0,2,2,3,5,2,7,473.0
48.0,840657.0,2,5,1,5,1,5,33.0
43.0,405358.0,2,1,5,2,2,2,81.0
60.0,810808.0,2,4,5,3,6,2,228.0
57.0,390064.0,1,4,4,2,3,5,578.0
38.0,42537.0,2,5,4,5,6,2,496.0
30.0,25003.0,2,4,5,1,1,6,281.0
38.0,90021.0,2,5,4,1,4,6,289.0
76.0,300984.0,2,5,4,1,2,4,366.0
92.0,111424.0,2,3,5,4,1,7,303.0
23.0,33432.0,2,5,3,5,6,1,343.0
80.0,28999.0,2,4,4,5,1,5,55.0
40.0,7576.0,2,5,3,1,6,6,430.0
41.0,559090.0,1,1,3,2,1,1,243.0
62.0,-1759.0,2,1,3,1,6,7,485.0
79.0,34092.0,2,4,3,1,6,7,163.0
68.0,16244.0,1,3,5,5,1,5,94.0
23.0,19881.0,1,5,5,5,1,2,393.0
38.0,101178.0,2,5,3,1,1,6,453.0
58.0,57274.0,2,5,3,1,6,2,63.0
46.0,250854.0,2,5,4,1,1,1,186.0
50.0,23918.0,2,5,5,5,1,3,306.0
23.0,21624.0,2,2,4,5,6,2,11.0
91.0,801364.0,1,3,3,3,2,1,507.0
46.0,150333.0,1,2,1,4,1,5,52.0
40.0,915258.0,1,1,3,1,6,2,570.0
56.0,1049709.0,1,4,4,1,3,7,191.0
75.0,687915.0,2,3,5,5,4,5,545.0
89.0,-2186.0,2,3,5,1,6,5,553.0
51.0,111585.0,2,1,5,4,1,3,41.0
49.0,610349.0,1,4,2,1,1,7,395.0
19.0,123868.0,1,2,1,1,1,6,344.0
42.0,-4129.0,2,2,3,1,1,5,107.0
18.0,71096.0,2,4,3,3,1,1,6.0
52.0,147629.0,1,3,2,1,1,5,122.0
39.0,584053.0,2,5,2,1,2,1,210.0
20.0,30340.0,1,1,3,5,6,1,321.0
69.0,178841.0,2,3,2,4,6,1,61.0
44.0,682209.0,2,3,2,5,4,5,138.0
45.0,42031.0,1,4,3,4,6,6,121.0
31.0,63221.0,2,4,5,5,1,6,132.0
80.0,299285.0,1,5,2,2,3,7,228.0
61.0,-3781.0,1,4,5,1,1,5,56.0
76.0,62320.0,2,2,5,2,6,5,198.0
61.0,79084.0,2,4,2,1,6,2,348.0
67.0,135317.0,2,2,2,3,1,3,387.0
70.0,306120.0,2,1,5,3,4,2,395.0
54.0,68932.0,1,4,3,3,1,7,491.0
53.0,1076590.0,1,4,2,1,2,6,574.0
19.0,384932.0,1,4,2,5,2,2,61.0
48.0,425411.0,1,4,5,3,1,5,106.0
34.0,42653.0,1,1,1,5,3,1,292.0
29.0,46796.0,2,2,2,2,4,1,199.0
38.0,51003.0,1,1,3,1,1,1,52.0
31.0,9497.0,2,4,2,5,1,1,223.0
86.0,1009911.0,1,1,4,2,1,2,617.0
34.0,432670.0,2,2,3,4,1,4,84.0
18.0,95343.0,2,3,3,1,6,3,218.0
51.0,94834.0,2,4,2,3,1,5,126.0
57.0,124184.0,1,4,3,4,6,5,35.0
39.0,18370.0,1,5,1,2,6,1,542.0
76.0,132137.0,2,3,4,1,4,5,248.0
52.0,31012.0,2,5,4,4,3,2,549.0
89.0,397592.0,1,1,1,5,3,7,226.0
62.0,23560.0,2,4,5,1,6,2,632.0
27.0,1045756.0,2,4,2,2,4,4,194.0
24.0,664476.0,2,2,4,5,1,7,478.0
48.0,23899.0,2,5,2,5,1,3,543.0
43.0,68718.0,2,3,3,1,1,6,412.0
31.0,909105.0,2,5,3,5,2,3,125.0
73.0,1057843.0,2,5,4,2,4,1,270.0
67.0,132332.0,1,1,4,1,1,2,490.0
64.0,412754.0,1,3,4,5,2,5,608.0
47.0,156338.0,1,5,4,1,1,1,165.0
41.0,306674.0,2,2,3,2,3,7,477.0
42.0,72379.0,1,4,4,5,1,1,107.0
32.0,41917.0,2,5,3,5,3,6,127.0
