AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
73,0.0,2,5,3,3,1.0,5,47
41,0.0,1,4,4,1,1.0,5,149
50,48000.0,2,4,3,1,1.0,3,29
21,0.0,2,2,5,1,1.0,1,33
34,26700.0,1,3,2,1,1.0,3,32
76,50000.0,1,4,5,1,1.0,4,40
31,40000.0,1,4,4,2,1.0,4,54
20,50340.0,2,5,3,1,6.0,5,88
67,105000.0,2,3,4,5,6.0,1,54
41,260000.0,1,1,3,5,3.0,1,186
72,38000.0,2,5,3,1,1.0,3,22
40,42000.0,2,5,1,5,4.0,3,103
30,10000.0,1,4,4,3,6.0,3,49
74,250300.0,1,1,4,1,6.0,3,20
26,0.0,1,5,4,1,1.0,5,81
29,57000.0,1,4,1,5,1.0,1,64
65,100000.0,2,1,2,3,1.0,1,84
47,180000.0,2,4,5,5,1.0,6,136
75,0.0,2,1,3,1,6.0,1,124
40,6000.0,1,2,4,5,1.0,5,51
48,380000.0,1,5,5,3,6.0,3,30
28,63500.0,1,1,2,1,1.0,2,397
47,90000.0,1,4,4,1,6.0,1,124
33,0.0,2,3,1,4,1.0,6,58
85,14400.0,2,4,4,1,6.0,1,59
49,221000.0,2,4,3,5,1.0,1,24
90,55000.0,1,1,3,1,6.0,1,221
41,0.0,1,3,1,1,6.0,1,65
78,100000.0,1,1,1,1,1.0,7,54
49,19000.0,2,1,1,1,1.0,5,93
66,50000.0,2,3,4,5,6.0,1,43
24,23000.0,1,1,4,1,6.0,2,73
70,20000.0,1,3,2,4,1.0,1,42
22,102100.0,2,1,2,1,6.0,1,103
44,0.0,1,1,3,5,1.0,1,67
41,263100.0,2,5,3,5,6.0,1,19
71,78000.0,2,3,1,1,1.0,1,30
37,96000.0,1,4,3,1,1.0,1,140
38,143200.0,2,1,4,5,6.0,1,165
62,71300.0,1,1,1,1,6.0,3,166
41,10700.0,2,3,5,1,1.0,5,58
47,33300.0,1,1,5,1,1.0,7,161
26,10200.0,2,5,5,1,1.0,2,97
44,31000.0,2,3,1,1,6.0,1,26
67,14100.0,2,1,1,3,1.0,2,53
43,23000.0,2,5,3,3,1.0,1,108
19,12000.0,2,4,2,3,6.0,5,123
33,100000.0,1,5,4,2,1.0,1,43
55,75000.0,2,5,1,3,1.0,5,52
65,0.0,2,5,3,2,6.0,1,53
71,13400.0,1,3,2,2,6.0,1,258
41,0.0,2,1,3,1,1.0,1,66
28,146000.0,1,5,4,3,6.0,2,109
34,65000.0,1,4,3,1,6.0,5,184
70,75000.0,1,3,1,1,1.0,3,61
36,80000.0,1,5,3,4,1.0,3,60
46,50000.0,2,3,5,1,1.0,3,300
36,36000.0,2,1,1,1,2.0,2,74
85,45000.0,2,5,3,5,6.0,1,83
61,41600.0,1,1,5,1,1.0,3,211
20,41000.0,1,4,4,1,1.0,1,47
48,150000.0,2,1,4,5,1.0,6,97
49,90000.0,1,3,3,5,1.0,1,65
25,7800.0,1,3,3,1,1.0,1,168
76,180000.0,2,1,3,5,6.0,2,62
38,125000.0,1,3,4,2,3.0,1,104
66,49300.0,2,4,3,1,6.0,1,73
71,40000.0,1,5,3,1,1.0,1,101
23,2300.0,2,3,4,5,1.0,6,6
89,50000.0,1,1,4,1,6.0,1,53
61,42200.0,1,1,4,5,1.0,1,55
33,63000.0,1,1,1,1,6.0,5,66
68,34800.0,1,4,3,5,1.0,5,54
58,30000.0,2,1,4,1,6.0,1,67
70,30000.0,2,5,4,5,1.0,5,55
57,25000.0,1,5,5,1,6.0,1,74
60,50000.0,1,5,5,1,2.0,1,28
35,14000.0,2,1,5,1,1.0,2,23
52,16800.0,1,1,3,1,1.0,2,112
73,0.0,1,2,3,1,1.0,1,79
60,0.0,1,5,4,5,1.0,5,112
61,2800.0,2,5,5,1,6.0,5,67
62,32000.0,1,1,4,3,3.0,6,178
63,51000.0,2,1,2,1,1.0,1,47
37,0.0,2,4,5,1,1.0,5,8
26,0.0,2,1,1,5,1.0,5,62
43,44000.0,2,4,3,5,1.0,2,59
59,65000.0,2,1,3,5,1.0,2,78
61,2000.0,2,5,3,1,1.0,1,53
18,50000.0,2,1,3,5,6.0,5,38
22,28000.0,2,3,3,1,1.0,2,55
59,94000.0,2,4,4,1,6.0,2,96
53,82500.0,2,1,4,1,1.0,6,58
36,130000.0,2,1,4,4,6.0,5,60
76,9600.0,2,1,3,1,1.0,1,73
22,12000.0,2,4,3,3,6.0,1,45
44,71000.0,2,1,5,1,6.0,1,70
19,45000.0,1,5,2,3,6.0,2,53
33,114000.0,1,3,5,1,6.0,3,43
36,260.0,1,5,4,1,1.0,1,115
75,23000.0,2,4,3,3,1.0,2,45
70,19100.0,2,1,3,1,1.0,1,141
57,120000.0,2,5,5,5,1.0,1,169
73,0.0,1,1,4,1,6.0,1,70
23,30000.0,2,1,4,1,1.0,3,43
59,0.0,1,1,3,5,1.0,1,57
94,28100.0,2,1,3,5,1.0,1,61
73,190000.0,2,1,3,1,6.0,1,53
32,2300.0,2,3,4,3,6.0,2,51
89,1600.0,1,5,3,5,1.0,5,394
49,43000.0,2,4,2,3,1.0,1,56
78,163000.0,1,3,4,5,1.0,1,460
23,45000.0,2,5,1,1,1.0,3,50
28,130000.0,2,1,4,1,1.0,2,233
53,0.0,1,1,1,1,1.0,1,4
24,0.0,1,1,1,1,1.0,1,86
28,160000.0,1,3,2,1,1.0,1,51
45,195000.0,1,3,4,3,1.0,1,42
65,100000.0,2,5,5,1,1.0,2,167
52,220000.0,1,4,5,1,1.0,1,259
72,45300.0,1,3,5,3,6.0,5,74
74,35000.0,1,1,1,1,1.0,5,79
32,200500.0,2,1,2,1,1.0,2,79
62,2000.0,2,1,5,5,1.0,2,273
90,39000.0,1,4,2,1,1.0,1,227
62,71300.0,2,1,5,5,6.0,1,218
46,160000.0,2,3,4,1,6.0,3,54
33,1800.0,2,1,4,3,1.0,2,105
68,30000.0,1,5,4,1,1.0,1,138
72,10000.0,1,4,2,1,1.0,1,237
50,67500.0,1,4,3,1,1.0,1,317
44,30000.0,1,3,3,5,1.0,5,198
30,0.0,1,1,1,1,1.0,3,63
37,28000.0,2,1,5,1,6.0,1,53
75,0.0,2,4,2,1,1.0,1,54
24,12000.0,1,1,4,1,1.0,1,56
56,118000.0,2,1,4,1,1.0,3,51
38,80000.0,1,1,1,1,6.0,2,32
22,15700.0,2,3,3,1,6.0,1,61
32,26500.0,1,3,5,1,1.0,1,70
68,7500.0,1,3,1,1,1.0,2,293
23,19200.0,1,1,2,1,6.0,5,325
44,2000.0,2,3,1,5,1.0,1,35
28,29800.0,1,5,4,2,3.0,1,111
38,43000.0,2,1,3,5,1.0,5,50
94,130.0,2,5,3,5,1.0,1,356
48,41000.0,1,4,3,1,1.0,1,75
52,40000.0,2,4,5,5,6.0,1,57
61,40000.0,2,1,3,2,6.0,2,80
78,18700.0,1,1,3,5,6.0,5,97
34,31400.0,2,4,4,1,6.0,2,49
45,58000.0,2,2,5,1,1.0,1,213
56,200030.0,2,5,4,5,1.0,3,79
55,52000.0,1,1,4,5,1.0,2,63
69,50000.0,2,1,1,1,2.0,2,66
66,0.0,1,1,3,1,1.0,5,56
74,305120.0,2,1,4,3,1.0,2,40
