AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
44,317000.0,1,3,4,1,1.0,2,77
35,26800.0,1,5,2,5,1.0,1,102
74,240900.0,1,1,4,1,6.0,2,76
25,25000.0,2,4,2,5,1.0,1,61
39,16290.0,1,1,4,1,1.0,2,294
41,0.0,1,4,2,5,6.0,1,114
45,106000.0,1,1,3,1,1.0,1,58
60,30000.0,1,5,3,1,6.0,3,62
31,0.0,2,4,2,5,6.0,6,180
24,5000.0,2,1,3,5,2.0,2,119
54,3500.0,1,1,3,1,6.0,1,598
70,18900.0,2,1,3,3,6.0,2,10
60,98000.0,1,1,4,1,1.0,1,43
46,62300.0,1,1,4,1,1.0,7,282
36,5000.0,2,1,2,5,1.0,2,155
79,169700.0,2,5,5,2,6.0,2,61
33,37300.0,2,2,4,4,1.0,1,33
36,120000.0,1,3,4,1,1.0,1,52
58,399000.0,1,4,2,1,1.0,1,237
52,720.0,1,5,1,1,6.0,6,194
72,0.0,1,3,2,1,6.0,5,58
62,50000.0,2,4,5,3,6.0,1,27
27,2000.0,1,5,2,5,3.0,1,67
83,0.0,2,3,1,1,6.0,5,78
36,38000.0,1,5,2,5,1.0,7,90
42,260000.0,2,1,5,5,1.0,1,103
45,30000.0,2,5,1,1,1.0,3,84
29,2000.0,1,4,2,5,1.0,3,255
58,0.0,2,4,1,1,6.0,1,61
78,14800.0,2,1,3,1,6.0,4,58
85,41000.0,2,1,2,2,6.0,2,17
60,0.0,2,1,1,1,6.0,2,159
36,0.0,2,5,1,1,6.0,3,200
64,45500.0,1,4,2,1,1.0,6,199
25,2800.0,1,5,3,5,1.0,1,68
34,73000.0,1,4,3,1,1.0,3,113
59,75000.0,1,1,2,1,1.0,2,32
74,62000.0,1,5,2,3,6.0,1,30
45,93100.0,2,4,4,1,1.0,1,63
47,154000.0,1,1,5,1,1.0,1,56
43,24000.0,2,5,5,1,1.0,2,46
90,30500.0,2,1,3,2,6.0,2,58
25,8000.0,1,3,5,5,6.0,1,27
75,13200.0,2,1,1,2,6.0,1,58
43,380000.0,1,1,4,1,1.0,1,97
50,9000.0,1,5,1,1,1.0,3,128
41,25000.0,1,5,2,1,1.0,1,57
40,20000.0,2,3,5,1,2.0,2,63
69,8600.0,2,5,1,2,6.0,3,189
67,23500.0,1,4,2,1,1.0,6,150
29,50000.0,2,1,4,5,1.0,2,50
51,60000.0,2,2,4,1,1.0,1,84
26,6900.0,2,1,1,5,6.0,2,105
36,42000.0,2,1,4,1,2.0,1,241
59,120000.0,1,3,5,1,1.0,5,218
38,68000.0,2,5,3,5,1.0,1,286
67,156000.0,2,1,3,1,1.0,5,52
32,20000.0,1,3,1,5,6.0,1,208
65,80000.0,2,1,5,2,6.0,2,56
55,21600.0,1,1,3,4,1.0,4,161
48,92000.0,2,4,2,1,1.0,3,83
22,0.0,1,2,2,5,6.0,1,23
61,222000.0,2,5,5,4,1.0,2,127
37,126000.0,2,1,3,1,1.0,2,263
51,0.0,1,4,2,1,6.0,1,206
48,140500.0,2,2,5,1,1.0,1,56
34,21000.0,1,5,1,1,1.0,2,186
59,170000.0,1,1,4,1,1.0,2,93
35,130000.0,1,4,4,1,1.0,1,71
44,80000.0,2,4,2,1,6.0,1,67
41,180000.0,1,3,4,1,1.0,5,65
69,29000.0,1,3,3,1,6.0,5,66
80,117300.0,2,1,3,2,6.0,1,58
18,0.0,2,4,1,5,6.0,1,114
70,98500.0,1,1,3,5,1.0,1,92
70,119000.0,1,1,3,1,6.0,1,358
23,15300.0,1,4,2,5,1.0,3,106
73,454900.0,1,1,4,1,1.0,2,85
78,41200.0,2,1,5,5,6.0,1,59
50,0.0,2,1,3,1,3.0,2,54
53,86000.0,2,1,4,1,1.0,1,82
60,0.0,2,1,1,1,6.0,2,78
30,200000.0,1,1,3,5,1.0,1,172
20,40000.0,1,4,3,5,1.0,1,44
35,110000.0,1,3,2,1,1.0,5,41
64,49100.0,1,2,2,1,1.0,2,73
46,175000.0,1,1,5,1,1.0,2,59
57,90000.0,1,3,5,1,1.0,5,28
68,36400.0,2,1,2,1,6.0,1,13
30,20000.0,1,1,1,5,1.0,2,134
58,680000.0,2,1,5,1,1.0,1,343
33,15000.0,2,1,5,1,1.0,1,60
