AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
36.0,120000.0,1.0,1.0,2.0,1.0,1.0,2.0,45.0
74.0,86600.0,1.0,1.0,3.0,1.0,1.0,1.0,59.0
30.0,0.0,2.0,5.0,4.0,5.0,6.0,1.0,52.0
19.0,0.0,2.0,1.0,2.0,5.0,3.0,4.0,40.0
94.0,13200.0,2.0,1.0,3.0,2.0,6.0,1.0,172.0
71.0,10200.0,2.0,1.0,3.0,1.0,6.0,1.0,40.0
45.0,98000.0,1.0,1.0,4.0,5.0,1.0,1.0,105.0
39.0,48000.0,2.0,1.0,3.0,1.0,1.0,2.0,52.0
66.0,60000.0,1.0,1.0,3.0,3.0,1.0,2.0,84.0
60.0,250000.0,2.0,1.0,5.0,1.0,1.0,2.0,75.0
40.0,151000.0,1.0,4.0,4.0,5.0,1.0,1.0,15.0
31.0,0.0,1.0,5.0,2.0,5.0,6.0,3.0,72.0
29.0,40000.0,1.0,1.0,5.0,5.0,1.0,2.0,95.0
28.0,50000.0,2.0,1.0,4.0,5.0,1.0,1.0,61.0
52.0,60000.0,1.0,5.0,2.0,1.0,1.0,1.0,51.0
62.0,23000.0,1.0,1.0,4.0,1.0,1.0,2.0,44.0
43.0,192000.0,1.0,3.0,5.0,1.0,1.0,2.0,68.0
56.0,0.0,2.0,5.0,4.0,1.0,6.0,3.0,80.0
80.0,14000.0,2.0,1.0,1.0,3.0,6.0,2.0,57.0
30.0,20000.0,1.0,3.0,4.0,5.0,1.0,1.0,136.0
60.0,0.0,2.0,4.0,3.0,1.0,6.0,1.0,14.0
63.0,163000.0,1.0,1.0,5.0,1.0,1.0,1.0,97.0
19.0,0.0,2.0,5.0,2.0,5.0,6.0,1.0,119.0
67.0,0.0,2.0,3.0,2.0,1.0,6.0,5.0,78.0
21.0,17000.0,1.0,2.0,2.0,5.0,1.0,1.0,54.0
53.0,90000.0,2.0,1.0,4.0,1.0,1.0,1.0,20.0
54.0,26240.0,1.0,3.0,5.0,1.0,1.0,5.0,55.0
22.0,22000.0,2.0,1.0,3.0,5.0,1.0,1.0,228.0
36.0,45000.0,2.0,1.0,4.0,1.0,1.0,1.0,50.0
42.0,0.0,1.0,1.0,4.0,1.0,6.0,1.0,137.0
41.0,20000.0,1.0,1.0,5.0,1.0,1.0,1.0,265.0
64.0,102100.0,1.0,3.0,5.0,1.0,1.0,5.0,66.0
64.0,30000.0,1.0,1.0,2.0,1.0,1.0,1.0,125.0
21.0,0.0,1.0,1.0,2.0,5.0,6.0,1.0,55.0
71.0,0.0,2.0,2.0,3.0,3.0,6.0,2.0,37.0
31.0,28000.0,2.0,1.0,4.0,5.0,1.0,1.0,63.0
61.0,40000.0,1.0,1.0,3.0,1.0,1.0,1.0,62.0
53.0,14000.0,2.0,4.0,1.0,1.0,1.0,3.0,41.0
79.0,17600.0,2.0,1.0,4.0,1.0,6.0,2.0,160.0
65.0,0.0,2.0,1.0,3.0,1.0,6.0,2.0,90.0
32.0,36000.0,1.0,5.0,2.0,5.0,1.0,3.0,53.0
39.0,45000.0,1.0,1.0,5.0,1.0,1.0,4.0,54.0
19.0,0.0,2.0,5.0,3.0,5.0,6.0,6.0,66.0
52.0,110000.0,2.0,1.0,5.0,5.0,1.0,1.0,56.0
34.0,20000.0,1.0,1.0,5.0,5.0,1.0,2.0,56.0
25.0,80000.0,2.0,1.0,4.0,1.0,1.0,3.0,62.0
34.0,230000.0,1.0,5.0,4.0,1.0,1.0,2.0,78.0
48.0,250000.0,1.0,3.0,4.0,1.0,1.0,5.0,63.0
62.0,10000.0,2.0,4.0,1.0,1.0,6.0,3.0,62.0
24.0,0.0,1.0,5.0,1.0,5.0,6.0,1.0,170.0
66.0,0.0,2.0,1.0,3.0,2.0,6.0,1.0,59.0
35.0,36000.0,1.0,1.0,4.0,1.0,1.0,1.0,76.0
53.0,80000.0,2.0,1.0,5.0,1.0,4.0,2.0,60.0
36.0,60000.0,2.0,3.0,3.0,1.0,1.0,5.0,51.0
20.0,0.0,1.0,1.0,2.0,5.0,6.0,1.0,48.0
39.0,40000.0,1.0,5.0,3.0,3.0,1.0,2.0,66.0
43.0,40000.0,1.0,3.0,5.0,1.0,1.0,1.0,43.0
64.0,24000.0,2.0,5.0,1.0,1.0,1.0,3.0,40.0
18.0,0.0,2.0,5.0,2.0,5.0,6.0,1.0,75.0
55.0,110000.0,2.0,1.0,4.0,3.0,1.0,1.0,79.0
28.0,20000.0,2.0,4.0,3.0,5.0,1.0,1.0,70.0
