AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
93.0,40858.0,1,1,2,1,6,1,103.0
33.0,231423.0,1,1,3,5,3,1,124.0
27.0,9366.0,1,3,4,4,6,5,392.0
36.0,28674.0,1,5,3,5,6,6,71.0
32.0,68161.0,1,3,5,1,1,4,126.0
81.0,15465.0,2,1,2,3,6,4,400.0
29.0,79536.0,2,5,4,5,1,6,119.0
89.0,119394.0,1,4,3,3,1,5,621.0
71.0,347984.0,1,5,2,5,4,1,3.0
69.0,2920.0,2,1,2,1,6,1,417.0
86.0,28363.0,1,5,3,1,6,3,538.0
49.0,33559.0,1,1,3,1,6,2,513.0
62.0,368421.0,2,4,2,1,3,4,243.0
69.0,68865.0,2,1,5,1,6,1,266.0
19.0,28409.0,2,3,4,5,6,5,636.0
60.0,169619.0,2,4,1,5,6,3,67.0
57.0,956199.0,2,4,2,1,1,4,523.0
42.0,80480.0,1,1,3,3,1,4,462.0
31.0,114289.0,1,3,4,5,1,5,512.0
40.0,122074.0,1,3,4,4,4,5,236.0
63.0,-4914.0,2,2,3,1,1,1,545.0
75.0,525695.0,1,5,4,2,1,1,582.0
77.0,375283.0,1,2,4,3,2,1,4.0
70.0,-3407.0,1,1,3,2,1,1,373.0
67.0,99919.0,1,5,3,2,1,2,284.0
55.0,347482.0,1,3,1,5,3,1,224.0
87.0,693529.0,1,1,2,2,4,4,267.0
39.0,8530.0,1,5,3,1,6,6,89.0
38.0,60051.0,1,1,3,5,1,1,68.0
64.0,39127.0,1,2,2,5,4,1,517.0
36.0,821112.0,1,2,3,2,2,1,386.0
28.0,40538.0,1,1,5,2,1,7,49.0
71.0,4592.0,2,4,1,4,6,6,429.0
72.0,16837.0,2,1,4,2,6,4,144.0
67.0,73643.0,1,4,1,1,6,3,38.0
60.0,996850.0,2,3,5,1,3,1,36.0
20.0,327249.0,1,2,2,5,4,2,160.0
59.0,896536.0,2,5,1,5,6,4,245.0
54.0,98044.0,2,4,2,3,1,2,64.0
48.0,41095.0,1,2,2,4,3,5,263.0
57.0,48639.0,1,4,2,1,1,4,355.0
75.0,440695.0,1,4,2,3,6,7,277.0
55.0,59778.0,1,1,4,1,1,1,91.0
74.0,404760.0,1,3,1,4,3,6,191.0
24.0,40319.0,2,5,3,5,1,1,61.0
82.0,-5830.0,1,5,2,2,3,4,598.0
42.0,918480.0,1,1,3,1,4,1,231.0
36.0,51781.0,2,1,1,1,6,5,565.0
47.0,60121.0,1,1,5,5,1,2,378.0
94.0,45675.0,1,3,5,4,1,6,463.0
92.0,8661.0,2,1,3,3,6,1,175.0
