AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
26,30639.0,2,3,1,1,6.0,5,190
27,12046.0,1,4,2,5,6.0,1,68
73,530238.0,2,3,4,1,1.0,5,55
44,30420.0,1,4,2,1,1.0,1,71
56,44808.0,1,4,3,1,6.0,1,70
44,5547.0,2,4,2,5,2.0,3,205
20,29414.0,1,1,2,5,1.0,1,296
61,10309.0,1,4,4,1,6.0,2,61
59,2923.0,2,4,3,5,3.0,7,177
27,37053.0,1,1,3,5,6.0,1,100
60,20384.0,2,1,1,1,6.0,2,86
22,-6076.0,1,4,2,5,6.0,1,86
20,42672.0,1,4,5,1,1.0,1,56
28,-6900.0,1,5,3,5,3.0,1,500
45,-6008.0,1,1,3,3,1.0,1,57
28,10671.0,1,2,2,2,6.0,1,13
60,-4997.0,2,5,1,1,1.0,3,232
33,21031.0,2,5,3,1,1.0,6,118
61,25354.0,2,1,1,4,6.0,3,61
93,14646.0,2,1,4,3,6.0,2,87
86,41648.0,1,1,5,1,6.0,2,70
18,36048.0,2,4,2,5,1.0,1,75
40,26664.0,2,5,3,1,6.0,1,72
73,48853.0,1,2,2,5,1.0,1,260
18,5857.0,1,5,2,5,1.0,3,44
51,43947.0,2,3,4,4,1.0,2,27
54,26993.0,1,4,3,5,1.0,1,246
65,106556.0,2,4,2,2,6.0,2,45
39,52960.0,1,3,4,1,1.0,5,249
60,46507.0,2,5,1,1,6.0,3,64
59,47549.0,2,3,2,3,6.0,1,67
39,25448.0,2,4,3,1,3.0,1,216
59,89508.0,2,5,3,1,1.0,1,61
60,75001.0,2,1,5,1,1.0,2,97
42,86208.0,1,3,4,1,1.0,5,269
19,2396.0,2,4,2,5,6.0,1,141
66,20759.0,2,1,3,2,6.0,2,51
35,17300.0,1,2,2,5,6.0,1,58
72,66468.0,2,4,4,5,6.0,6,163
61,1717.0,2,1,3,1,6.0,1,25
64,121971.0,1,4,1,4,1.0,3,104
48,79355.0,2,1,4,5,1.0,2,71
34,-4090.0,2,4,4,5,1.0,3,124
22,26696.0,1,4,3,5,1.0,1,64
47,17310.0,2,1,4,1,1.0,4,31
67,16514.0,2,5,3,1,1.0,2,56
30,12217.0,1,2,4,1,1.0,1,386
23,22744.0,2,4,2,1,1.0,1,33
32,98522.0,1,1,2,1,1.0,1,82
48,38206.0,2,3,2,1,3.0,1,76
49,8792.0,1,1,2,5,6.0,1,81
60,90718.0,2,1,4,1,1.0,2,53
36,99760.0,1,3,5,1,1.0,5,41
41,92192.0,2,3,4,1,1.0,5,103
41,2276.0,2,4,2,3,1.0,3,68
32,39296.0,1,4,1,5,1.0,7,230
69,11198.0,2,1,1,5,6.0,3,34
45,1418.0,2,3,4,1,1.0,1,85
79,105214.0,2,1,1,1,1.0,1,60
64,-4125.0,2,1,3,1,6.0,1,77
94,21522.0,2,1,5,2,6.0,2,20
71,352575.0,2,3,4,1,6.0,5,70
58,68054.0,1,2,2,5,1.0,1,74
44,9596.0,1,4,1,5,2.0,1,44
27,16343.0,2,1,4,3,1.0,2,46
64,15705.0,1,2,4,3,6.0,6,18
72,13865.0,2,1,3,2,6.0,6,51
79,9586.0,1,1,5,1,1.0,5,44
62,1470.0,2,4,2,3,6.0,6,54
70,-5017.0,2,3,2,1,6.0,6,42
77,2079.0,1,2,4,3,6.0,2,79
18,441332.0,2,2,3,5,4.0,1,128
73,69037.0,2,1,4,1,2.0,1,63
45,110762.0,2,1,4,1,1.0,4,51
68,65804.0,2,3,4,1,1.0,6,94
62,7367.0,2,5,2,1,6.0,2,61
45,59303.0,2,1,1,1,1.0,6,25
79,804876.0,2,4,4,5,1.0,1,52
73,82258.0,2,3,4,1,1.0,5,157
61,82023.0,2,3,5,1,1.0,5,56
73,163916.0,2,1,4,2,1.0,2,58
65,54676.0,2,3,4,4,1.0,7,51
33,40611.0,1,4,3,5,1.0,1,199
23,38486.0,2,4,2,5,4.0,1,13
18,42943.0,1,1,2,3,1.0,1,101
38,36903.0,1,5,4,5,2.0,1,104
70,93821.0,1,1,4,1,4.0,7,202
28,57594.0,2,3,4,1,1.0,5,32
19,8303.0,2,4,1,2,6.0,3,51
69,19624.0,2,1,4,3,6.0,2,214
37,42580.0,1,2,5,1,1.0,1,97
19,34340.0,1,5,2,5,1.0,1,198
44,72427.0,2,3,4,1,1.0,5,48
38,33239.0,1,2,2,5,1.0,1,112
43,-6900.0,2,1,1,2,1.0,2,74
79,13115.0,2,1,4,1,6.0,2,62
67,100356.0,2,3,4,5,1.0,1,62
54,-6900.0,2,3,4,1,1.0,2,46
20,26674.0,1,1,3,5,1.0,1,179
45,28868.0,1,5,2,4,3.0,1,63
18,317701.0,2,4,3,2,1.0,2,36
81,54764.0,2,3,4,1,1.0,5,51
62,2488.0,2,4,2,5,6.0,3,53
71,-1835.0,2,4,2,1,4.0,3,37
73,24272.0,2,3,4,1,1.0,4,84
70,87563.0,2,1,3,3,6.0,2,46
