AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
68,-5159.0,2,5,1,2,6.0,3,22
73,-3318.0,1,4,1,3,6.0,5,76
61,53851.0,2,5,3,1,1.0,1,178
27,283773.0,1,1,4,1,1.0,1,87
28,21200.0,1,4,3,5,1.0,1,141
33,1043.0,2,4,1,5,1.0,1,60
35,11621.0,1,1,3,5,1.0,1,82
72,7526.0,2,1,5,1,6.0,2,43
65,34009.0,2,5,3,2,6.0,7,137
18,7954.0,1,1,2,5,1.0,1,184
77,7991.0,2,5,1,2,6.0,2,31
20,26944.0,2,2,3,5,1.0,1,122
42,33915.0,1,5,4,5,1.0,1,55
36,12190.0,2,4,3,5,3.0,1,180
58,90898.0,2,1,5,3,1.0,2,58
29,20995.0,2,4,2,3,6.0,3,52
73,22346.0,2,4,1,5,6.0,3,75
21,8565.0,2,1,2,5,6.0,1,152
69,20290.0,2,1,3,4,1.0,3,183
79,49603.0,2,1,1,3,6.0,2,50
72,39960.0,1,1,5,1,1.0,1,243
39,68318.0,2,1,5,1,1.0,5,63
66,10583.0,2,1,1,1,6.0,3,185
27,274554.0,1,2,5,5,3.0,1,23
20,24726.0,1,5,3,1,1.0,1,164
48,8070.0,1,1,2,5,6.0,2,59
29,24502.0,1,5,3,5,1.0,7,166
78,2907.0,2,4,2,1,6.0,2,139
62,49264.0,1,1,3,1,1.0,2,29
48,22642.0,1,1,1,3,6.0,1,36
22,12211.0,2,4,1,2,6.0,3,106
39,111627.0,1,3,2,5,3.0,1,65
68,49367.0,2,3,5,1,1.0,5,210
36,12645.0,2,3,5,1,6.0,5,48
55,4940.0,2,1,5,1,1.0,2,69
40,21016.0,2,1,3,1,1.0,1,86
42,6852.0,2,1,5,5,6.0,1,88
72,31933.0,1,2,3,5,1.0,1,71
66,31106.0,2,4,3,5,1.0,1,65
37,100589.0,2,1,1,4,6.0,1,150
55,19634.0,2,4,3,4,6.0,3,147
81,19995.0,1,1,4,3,1.0,2,68
18,14561.0,2,4,3,1,1.0,3,195
55,45173.0,1,4,3,1,1.0,1,61
63,119957.0,1,1,4,1,1.0,2,257
26,-1466.0,2,3,3,2,6.0,3,89
25,3337.0,1,2,2,5,1.0,1,163
76,55090.0,1,3,2,1,1.0,1,185
36,39452.0,2,3,4,1,1.0,5,146
51,41034.0,2,1,4,1,1.0,6,96
45,146411.0,2,1,5,1,1.0,2,49
49,48760.0,1,1,3,1,3.0,2,60
45,21061.0,1,1,5,1,1.0,1,98
33,38244.0,2,4,1,2,6.0,3,32
89,8190.0,2,4,2,5,6.0,3,53
75,3529.0,2,1,3,3,6.0,7,49
72,197838.0,2,1,3,5,1.0,1,81
46,-259.0,2,3,4,1,1.0,5,49
64,-6900.0,1,1,3,5,1.0,2,91
48,40322.0,2,3,5,5,1.0,3,205
81,12794.0,2,1,2,2,6.0,2,89
57,158256.0,2,3,4,1,6.0,5,48
62,3776.0,1,2,5,1,6.0,3,93
66,43899.0,2,1,3,5,2.0,1,53
66,7649.0,2,4,3,3,6.0,1,109
81,38455.0,1,1,3,3,6.0,2,49
60,680.0,2,5,3,5,1.0,1,107
68,95551.0,1,1,5,1,1.0,1,203
43,24461.0,2,1,3,1,6.0,2,101
39,47294.0,2,3,3,1,1.0,5,108
72,8498.0,2,5,2,2,1.0,1,162
36,15082.0,2,2,1,5,1.0,1,78
26,39169.0,2,4,3,5,2.0,1,117
72,60165.0,2,1,5,1,1.0,4,62
34,5957.0,1,1,3,5,1.0,6,87
76,23452.0,2,4,4,1,6.0,4,104
34,98472.0,1,1,1,1,1.0,5,85
32,4808.0,2,3,4,5,1.0,1,41
52,58367.0,2,3,4,1,1.0,5,64
51,59000.0,1,3,5,1,6.0,5,51
89,62009.0,2,1,3,2,6.0,2,165
19,233.0,1,5,2,5,1.0,7,110
25,32430.0,2,1,3,1,1.0,1,91
38,14298.0,1,2,2,5,4.0,3,166
24,25750.0,1,1,2,3,6.0,1,141
49,24296.0,2,5,3,2,2.0,1,32
21,12001.0,2,5,3,5,6.0,7,136
