AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
81,42600.0,1,5,5,3,6.0,3,38
51,75000.0,1,4,3,1,1.0,1,84
41,12000.0,2,5,1,2,3.0,1,161
73,160200.0,2,1,4,1,1.0,6,60
41,95000.0,1,3,3,5,1.0,5,381
69,22000.0,2,1,3,3,6.0,1,188
50,0.0,2,1,4,1,6.0,2,75
73,0.0,1,3,5,2,6.0,5,23
61,22000.0,1,1,5,5,6.0,1,58
66,44200.0,2,2,3,2,6.0,1,38
21,60000.0,1,1,2,5,1.0,2,405
89,7900.0,1,4,2,5,6.0,2,87
20,11700.0,2,5,3,5,1.0,1,117
68,1700.0,1,1,3,5,6.0,1,80
50,16200.0,2,4,1,1,1.0,3,51
71,32400.0,2,5,2,1,6.0,5,65
52,44700.0,1,4,1,1,1.0,1,180
26,220.0,1,5,1,5,6.0,1,84
49,110000.0,2,1,5,1,1.0,1,110
31,50000.0,2,5,4,5,1.0,1,173
71,8400.0,1,4,1,3,6.0,3,142
70,3500.0,1,1,3,1,6.0,1,57
28,43000.0,2,4,4,5,1.0,1,241
19,2800.0,1,3,3,1,1.0,1,55
27,16300.0,2,2,3,5,1.0,1,90
43,25000.0,2,5,4,1,1.0,3,115
26,30000.0,2,1,4,5,1.0,1,258
26,50000.0,2,5,4,5,1.0,1,74
65,160000.0,1,1,3,5,1.0,1,73
29,150000.0,1,5,5,1,1.0,1,42
50,73000.0,1,1,4,1,1.0,1,82
76,46200.0,1,1,4,2,6.0,1,27
33,35000.0,2,5,4,4,1.0,3,172
23,120000.0,1,1,4,5,1.0,2,125
18,3000.0,2,3,3,5,1.0,1,38
60,14400.0,1,1,4,1,1.0,1,80
24,8000.0,1,3,4,5,6.0,1,136
64,12000.0,1,1,4,1,6.0,1,51
43,90000.0,2,4,4,2,1.0,1,63
63,18000.0,1,4,1,5,6.0,3,31
39,14500.0,2,1,4,1,6.0,4,530
55,117000.0,1,1,4,1,1.0,6,102
19,2100.0,2,3,3,5,3.0,5,29
39,30000.0,2,1,1,5,1.0,1,79
33,65000.0,2,3,3,5,1.0,1,113
42,0.0,2,5,2,1,3.0,1,167
40,60000.0,1,1,1,5,1.0,1,262
44,36000.0,1,1,4,1,1.0,1,87
38,22000.0,1,4,1,5,3.0,6,129
68,39900.0,1,4,1,2,1.0,3,61
74,10400.0,1,3,1,1,1.0,5,181
60,13100.0,1,1,4,5,6.0,2,33
33,39000.0,2,1,2,5,1.0,1,123
36,15000.0,2,3,2,5,3.0,6,195
32,36000.0,1,1,4,1,1.0,1,195
41,45000.0,2,1,4,1,1.0,2,84
30,12500.0,1,1,3,5,6.0,1,20
59,60300.0,1,1,1,1,1.0,3,49
34,85000.0,1,4,2,1,1.0,1,47
28,65500.0,2,3,4,5,1.0,1,52
30,10000.0,2,3,2,1,1.0,5,87
37,0.0,2,5,1,1,6.0,3,79
27,40000.0,1,5,3,1,1.0,3,95
41,52000.0,1,3,4,1,1.0,1,89
45,17000.0,2,1,4,1,1.0,1,206
41,40000.0,1,3,3,1,1.0,1,125
32,40000.0,2,4,4,5,1.0,1,207
27,22000.0,2,5,4,1,1.0,1,36
76,27200.0,2,2,3,2,6.0,1,42
36,6500.0,1,3,5,1,6.0,5,62
60,111000.0,2,1,5,1,1.0,5,62
69,284700.0,1,3,5,1,6.0,7,32
22,25000.0,1,1,3,5,1.0,1,82
32,100000.0,1,3,4,5,3.0,2,44
43,0.0,2,1,4,1,6.0,4,36
