AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
36,61000.0,1,1,2,1,1.0,1,52
48,18000.0,2,1,2,4,6.0,1,64
65,12000.0,2,3,3,5,1.0,1,61
67,3000.0,2,1,3,1,6.0,4,50
47,8000.0,2,1,3,5,1.0,2,58
65,52000.0,2,1,2,1,1.0,5,62
60,30000.0,2,2,5,1,1.0,1,50
33,8500.0,1,1,3,1,6.0,1,173
38,64000.0,2,1,5,5,1.0,1,98
70,22700.0,2,2,5,1,1.0,2,88
22,0.0,2,3,2,3,1.0,2,273
53,200000.0,1,4,5,5,1.0,5,61
24,0.0,2,1,5,1,1.0,5,54
65,1077000.0,2,1,4,1,1.0,1,29
70,15600.0,1,1,2,5,6.0,2,36
41,63050.0,1,5,4,1,6.0,1,115
30,10000.0,1,3,1,1,1.0,1,347
25,80000.0,2,1,4,1,4.0,1,74
50,96000.0,2,1,5,5,6.0,1,90
40,50000.0,2,3,4,1,6.0,2,66
30,32000.0,1,4,2,5,1.0,2,169
57,114000.0,2,3,1,1,1.0,2,204
40,20000.0,2,4,3,5,1.0,1,176
50,0.0,1,3,3,1,6.0,1,166
38,21500.0,2,1,4,5,6.0,1,107
21,0.0,1,1,3,5,1.0,3,53
45,204900.0,2,1,5,5,6.0,5,92
53,110000.0,2,3,1,2,1.0,3,60
57,92200.0,2,1,3,1,6.0,1,81
94,38700.0,1,4,4,1,1.0,6,50
83,0.0,2,1,2,1,1.0,1,52
80,180000.0,1,2,2,1,6.0,2,41
74,2700.0,1,3,4,5,1.0,1,35
39,450000.0,1,1,2,1,1.0,2,138
35,4000.0,2,5,3,1,1.0,1,166
94,35500.0,1,5,1,5,6.0,1,53
94,10000.0,1,2,1,5,3.0,1,57
43,74000.0,1,4,3,1,6.0,5,54
24,0.0,2,4,5,5,1.0,1,25
27,25000.0,1,2,4,1,1.0,3,206
30,25000.0,2,3,3,1,6.0,6,197
23,36000.0,2,5,5,5,6.0,2,131
19,50000.0,1,1,4,5,6.0,3,97
44,53000.0,1,1,2,1,1.0,1,64
29,190000.0,2,5,5,1,1.0,2,167
80,49400.0,1,1,5,5,6.0,1,79
57,9600.0,1,3,1,1,1.0,3,397
18,13600.0,1,1,5,1,1.0,2,56
39,12600.0,2,4,1,1,1.0,2,413
53,11000.0,2,2,3,1,6.0,1,209
40,22760.0,2,1,1,5,1.0,1,23
21,60000.0,2,1,2,5,1.0,1,240
25,3000.0,1,1,1,5,1.0,1,66
49,82400.0,1,1,4,1,6.0,3,54
48,29900.0,1,1,2,1,1.0,2,79
26,124000.0,2,3,4,1,6.0,6,58
70,50000.0,2,5,1,5,1.0,1,69
40,215000.0,2,1,5,5,6.0,3,19
59,5100.0,1,1,2,5,1.0,1,60
73,98000.0,2,4,1,1,1.0,2,285
81,50000.0,1,1,4,1,1.0,5,238
68,0.0,2,4,4,1,6.0,1,8
29,15000.0,1,5,2,1,1.0,1,40
67,2200.0,1,2,4,2,1.0,3,55
49,678000.0,1,5,5,1,6.0,5,92
41,12000.0,1,1,4,2,6.0,3,56
28,85800.0,2,1,1,1,1.0,2,73
26,150000.0,2,3,4,5,6.0,3,209
52,156000.0,1,4,3,1,6.0,5,98
53,48000.0,2,4,3,1,1.0,1,62
66,60000.0,1,1,1,5,6.0,6,213
44,0.0,2,3,3,4,1.0,1,57
41,26700.0,2,3,4,2,1.0,5,54
45,28100.0,1,3,4,1,6.0,1,62
61,2800.0,1,1,2,5,1.0,1,510
84,1200.0,1,1,3,1,1.0,1,129
35,10000.0,1,4,5,5,1.0,5,50
36,10800.0,1,5,4,1,1.0,1,144
88,41000.0,1,3,2,1,1.0,3,71
75,175000.0,2,2,4,5,1.0,1,68
66,160000.0,2,1,2,1,1.0,1,42
53,11000.0,2,1,3,5,6.0,1,96
47,19200.0,1,5,3,1,6.0,2,53
52,12000.0,1,2,3,2,1.0,1,66
54,80000.0,1,1,2,5,6.0,1,94
77,46000.0,2,1,2,1,1.0,2,66
27,7200.0,1,5,3,1,1.0,1,233
35,12600.0,2,5,4,1,1.0,1,88
44,50000.0,1,4,4,1,1.0,1,81
61,0.0,1,3,5,5,1.0,2,103
33,35000.0,2,1,1,5,6.0,2,199
19,60000.0,2,5,3,5,1.0,1,66
81,38000.0,2,1,3,1,6.0,5,70
63,12000.0,2,1,4,1,6.0,2,93
21,25200.0,1,1,3,5,3.0,1,113
73,45000.0,1,5,2,5,1.0,1,65
41,127500.0,2,4,4,1,1.0,1,245
18,150000.0,1,4,5,5,1.0,6,253
