AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
24.0,60000.0,1.0,1.0,3.0,5.0,1.0,1.0,99.0
24.0,0.0,1.0,4.0,3.0,5.0,6.0,1.0,59.0
37.0,90000.0,1.0,1.0,4.0,1.0,1.0,2.0,65.0
28.0,40000.0,2.0,5.0,3.0,5.0,1.0,1.0,64.0
53.0,10000.0,1.0,4.0,3.0,3.0,6.0,1.0,16.0
39.0,0.0,2.0,1.0,4.0,5.0,6.0,1.0,28.0
64.0,60000.0,2.0,3.0,2.0,3.0,1.0,5.0,218.0
19.0,0.0,2.0,1.0,2.0,5.0,6.0,1.0,58.0
61.0,17000.0,2.0,5.0,1.0,1.0,6.0,3.0,42.0
68.0,28000.0,2.0,5.0,3.0,1.0,1.0,1.0,59.0
37.0,50000.0,1.0,1.0,3.0,1.0,1.0,1.0,64.0
58.0,40000.0,1.0,1.0,4.0,1.0,1.0,2.0,105.0
44.0,15000.0,1.0,1.0,5.0,1.0,1.0,1.0,59.0
80.0,132000.0,1.0,1.0,4.0,1.0,6.0,2.0,62.0
55.0,20000.0,1.0,3.0,4.0,1.0,1.0,1.0,100.0
56.0,0.0,2.0,1.0,2.0,1.0,6.0,2.0,85.0
75.0,7400.0,2.0,1.0,2.0,3.0,6.0,2.0,64.0
85.0,13800.0,2.0,1.0,2.0,2.0,6.0,2.0,89.0
18.0,0.0,2.0,4.0,3.0,5.0,6.0,1.0,166.0
35.0,60000.0,1.0,1.0,3.0,1.0,1.0,1.0,57.0
62.0,70000.0,1.0,1.0,2.0,1.0,1.0,1.0,19.0
72.0,13100.0,1.0,5.0,1.0,3.0,6.0,3.0,101.0
70.0,55000.0,1.0,1.0,2.0,1.0,6.0,1.0,79.0
21.0,0.0,1.0,4.0,3.0,5.0,6.0,1.0,56.0
30.0,0.0,2.0,1.0,4.0,1.0,6.0,2.0,246.0
32.0,35000.0,1.0,1.0,3.0,5.0,1.0,1.0,70.0
45.0,0.0,2.0,1.0,5.0,1.0,3.0,1.0,55.0
70.0,268000.0,2.0,1.0,3.0,1.0,6.0,1.0,55.0
61.0,15000.0,1.0,1.0,2.0,1.0,1.0,1.0,190.0
19.0,12000.0,1.0,1.0,2.0,5.0,6.0,1.0,109.0
46.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,223.0
34.0,0.0,2.0,1.0,5.0,5.0,6.0,2.0,133.0
53.0,20000.0,1.0,3.0,5.0,1.0,1.0,5.0,97.0
40.0,0.0,2.0,5.0,1.0,1.0,6.0,3.0,271.0
24.0,0.0,2.0,5.0,3.0,1.0,6.0,1.0,72.0
74.0,16800.0,2.0,4.0,2.0,3.0,6.0,7.0,93.0
30.0,12000.0,1.0,4.0,4.0,5.0,1.0,1.0,181.0
29.0,20000.0,2.0,3.0,4.0,5.0,1.0,5.0,95.0
20.0,35000.0,1.0,1.0,2.0,5.0,1.0,2.0,21.0
48.0,0.0,2.0,5.0,1.0,1.0,6.0,3.0,33.0
60.0,60000.0,1.0,4.0,5.0,1.0,1.0,3.0,115.0
71.0,3500.0,2.0,1.0,4.0,2.0,6.0,2.0,53.0
66.0,16800.0,1.0,3.0,3.0,5.0,6.0,5.0,50.0
31.0,75000.0,2.0,1.0,4.0,1.0,1.0,1.0,49.0
55.0,100000.0,1.0,4.0,1.0,1.0,1.0,6.0,58.0
19.0,4100.0,2.0,1.0,2.0,5.0,6.0,1.0,50.0
39.0,84470.0,2.0,3.0,5.0,1.0,1.0,5.0,55.0
19.0,0.0,1.0,1.0,2.0,5.0,6.0,1.0,65.0
19.0,0.0,2.0,4.0,3.0,5.0,1.0,1.0,39.0
73.0,59600.0,1.0,5.0,2.0,2.0,6.0,3.0,74.0
29.0,25000.0,1.0,5.0,3.0,5.0,1.0,1.0,45.0
35.0,25000.0,1.0,1.0,3.0,5.0,1.0,1.0,51.0
34.0,43000.0,2.0,4.0,1.0,1.0,1.0,3.0,47.0
28.0,50000.0,1.0,1.0,4.0,5.0,1.0,1.0,179.0
72.0,8500.0,2.0,3.0,5.0,1.0,6.0,5.0,91.0
49.0,40000.0,2.0,1.0,3.0,1.0,1.0,1.0,83.0
35.0,0.0,2.0,4.0,1.0,1.0,6.0,3.0,52.0
22.0,20000.0,1.0,4.0,3.0,5.0,1.0,1.0,133.0
61.0,13100.0,2.0,1.0,2.0,1.0,1.0,1.0,54.0
31.0,200000.0,1.0,1.0,3.0,5.0,1.0,1.0,72.0
44.0,55000.0,1.0,4.0,3.0,1.0,1.0,3.0,306.0
30.0,40000.0,2.0,5.0,2.0,5.0,1.0,1.0,99.0
60.0,0.0,1.0,5.0,1.0,4.0,6.0,1.0,34.0
94.0,13000.0,1.0,5.0,3.0,2.0,6.0,3.0,119.0
52.0,45000.0,1.0,4.0,1.0,1.0,1.0,3.0,161.0
64.0,0.0,1.0,1.0,5.0,5.0,6.0,2.0,144.0
94.0,7000.0,1.0,1.0,1.0,2.0,6.0,2.0,50.0
52.0,0.0,2.0,1.0,4.0,1.0,6.0,1.0,59.0
57.0,122000.0,2.0,1.0,4.0,1.0,1.0,2.0,48.0
41.0,26800.0,2.0,4.0,1.0,5.0,1.0,3.0,47.0
63.0,14200.0,1.0,1.0,2.0,1.0,6.0,1.0,51.0
35.0,40000.0,2.0,1.0,5.0,1.0,1.0,1.0,202.0
59.0,0.0,2.0,1.0,4.0,1.0,6.0,1.0,233.0
51.0,160000.0,1.0,1.0,5.0,1.0,1.0,1.0,48.0
45.0,0.0,2.0,5.0,1.0,1.0,6.0,1.0,107.0
44.0,60000.0,2.0,1.0,3.0,1.0,1.0,1.0,71.0
56.0,13000.0,2.0,1.0,3.0,1.0,6.0,1.0,4.0
20.0,170000.0,1.0,3.0,4.0,5.0,1.0,2.0,36.0
58.0,40000.0,1.0,1.0,4.0,1.0,6.0,2.0,47.0
51.0,12000.0,1.0,1.0,1.0,5.0,1.0,1.0,67.0
30.0,5000.0,2.0,5.0,3.0,5.0,1.0,1.0,34.0
38.0,0.0,1.0,5.0,2.0,1.0,6.0,3.0,47.0
49.0,0.0,2.0,3.0,4.0,1.0,6.0,5.0,30.0
58.0,35000.0,2.0,1.0,4.0,3.0,1.0,1.0,159.0
51.0,36000.0,2.0,1.0,4.0,1.0,1.0,7.0,71.0
19.0,0.0,2.0,1.0,3.0,5.0,6.0,1.0,64.0
67.0,0.0,2.0,1.0,5.0,1.0,1.0,2.0,277.0
20.0,4000.0,1.0,3.0,2.0,5.0,1.0,5.0,41.0
26.0,0.0,2.0,4.0,4.0,5.0,6.0,1.0,55.0
58.0,77500.0,1.0,1.0,5.0,1.0,1.0,6.0,53.0
24.0,0.0,2.0,1.0,2.0,5.0,6.0,1.0,61.0
37.0,0.0,2.0,1.0,4.0,5.0,6.0,1.0,165.0
46.0,40000.0,1.0,1.0,5.0,1.0,1.0,1.0,42.0
73.0,12000.0,1.0,1.0,2.0,1.0,6.0,2.0,60.0
43.0,90000.0,1.0,3.0,5.0,1.0,1.0,5.0,72.0
55.0,80000.0,1.0,1.0,4.0,1.0,1.0,1.0,397.0
70.0,14400.0,1.0,1.0,2.0,2.0,1.0,1.0,78.0
67.0,48000.0,1.0,1.0,4.0,1.0,6.0,1.0,396.0
94.0,14000.0,2.0,3.0,4.0,5.0,6.0,5.0,21.0
52.0,30000.0,2.0,4.0,4.0,1.0,1.0,1.0,57.0
30.0,60000.0,2.0,1.0,4.0,1.0,1.0,2.0,108.0
38.0,0.0,2.0,3.0,1.0,1.0,6.0,5.0,124.0
77.0,109300.0,2.0,1.0,5.0,1.0,6.0,2.0,97.0
43.0,0.0,2.0,3.0,4.0,1.0,6.0,5.0,47.0
18.0,0.0,1.0,1.0,2.0,5.0,6.0,1.0,106.0
55.0,40000.0,1.0,1.0,3.0,5.0,1.0,2.0,61.0
40.0,50000.0,1.0,4.0,1.0,1.0,1.0,1.0,87.0
51.0,200000.0,1.0,1.0,5.0,5.0,1.0,2.0,36.0
27.0,40000.0,1.0,2.0,3.0,5.0,1.0,1.0,424.0
30.0,35000.0,2.0,3.0,3.0,5.0,1.0,1.0,233.0
47.0,160000.0,2.0,5.0,5.0,1.0,1.0,2.0,47.0
60.0,50000.0,1.0,2.0,4.0,3.0,1.0,2.0,38.0
66.0,6500.0,1.0,1.0,3.0,1.0,6.0,1.0,52.0
53.0,12000.0,2.0,4.0,2.0,1.0,1.0,1.0,248.0
35.0,15000.0,1.0,4.0,1.0,5.0,1.0,1.0,12.0
37.0,55000.0,1.0,3.0,4.0,1.0,1.0,5.0,75.0
33.0,150000.0,1.0,1.0,4.0,5.0,1.0,1.0,99.0
44.0,678000.0,1.0,5.0,3.0,5.0,1.0,1.0,83.0
57.0,75000.0,2.0,1.0,5.0,1.0,1.0,1.0,56.0
20.0,3000.0,2.0,1.0,3.0,5.0,1.0,1.0,24.0
74.0,20000.0,1.0,3.0,3.0,1.0,6.0,5.0,81.0
38.0,170000.0,1.0,1.0,5.0,1.0,1.0,1.0,168.0
43.0,90000.0,1.0,5.0,3.0,5.0,1.0,1.0,78.0
23.0,40000.0,2.0,1.0,3.0,5.0,1.0,1.0,57.0
65.0,0.0,1.0,3.0,1.0,1.0,6.0,5.0,73.0
66.0,19200.0,2.0,4.0,2.0,3.0,6.0,3.0,57.0
45.0,0.0,2.0,2.0,3.0,1.0,6.0,1.0,135.0
79.0,7200.0,2.0,5.0,1.0,2.0,6.0,3.0,7.0
19.0,0.0,2.0,4.0,2.0,5.0,6.0,1.0,22.0
21.0,20000.0,1.0,1.0,2.0,5.0,1.0,1.0,48.0
46.0,19200.0,2.0,4.0,2.0,3.0,6.0,1.0,60.0
