AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
82,6232.0,2,4,1,2,6.0,2,48
47,-4637.0,1,4,1,5,6.0,3,244
37,88538.0,1,1,5,1,2.0,5,222
63,165094.0,1,1,4,1,1.0,1,40
57,154572.0,2,1,3,1,1.0,5,55
21,-875.0,2,4,1,5,1.0,3,52
46,72840.0,1,3,5,1,1.0,1,53
74,-2366.0,2,1,1,1,6.0,2,41
75,8673.0,1,1,4,5,6.0,7,20
27,-6224.0,1,4,3,5,6.0,1,555
65,2761.0,1,3,2,1,6.0,2,56
28,38226.0,2,1,5,1,1.0,1,1
42,61922.0,1,4,4,2,6.0,2,72
27,16375.0,1,2,4,4,3.0,1,6
94,98476.0,2,1,4,3,1.0,2,72
77,3651.0,1,5,2,5,6.0,3,47
43,6585.0,1,5,1,1,6.0,1,80
56,51392.0,2,1,3,1,1.0,1,50
28,9888.0,2,1,3,4,6.0,2,62
79,14792.0,2,1,4,1,6.0,2,65
72,244.0,2,1,1,1,6.0,2,45
67,-1652.0,2,1,4,1,1.0,1,65
70,5092.0,2,3,3,1,1.0,1,61
61,4553.0,2,2,3,5,6.0,1,43
40,54753.0,1,5,4,1,1.0,1,39
61,10525.0,1,1,3,1,6.0,2,53
21,115025.0,1,1,3,5,1.0,1,78
89,1597.0,2,1,1,3,6.0,3,1
29,139307.0,1,3,4,1,1.0,1,33
65,506.0,2,4,1,3,6.0,1,403
69,110645.0,2,1,3,1,6.0,3,99
21,10965.0,2,4,1,1,3.0,3,91
67,146067.0,2,1,3,5,1.0,1,39
40,28384.0,1,1,5,5,1.0,1,22
69,38019.0,1,1,3,1,1.0,1,28
24,-873.0,1,2,3,3,6.0,1,153
85,55970.0,1,1,3,3,1.0,1,215
86,9016.0,1,2,1,4,6.0,4,102
61,384073.0,2,1,3,5,1.0,1,91
74,7081.0,2,1,5,1,6.0,5,46
63,17714.0,1,5,2,4,6.0,3,60
57,230273.0,1,1,4,5,1.0,2,76
62,1429.0,2,4,3,1,6.0,1,44
34,61981.0,1,2,3,5,1.0,1,403
28,107267.0,1,3,4,1,1.0,5,45
60,1203.0,2,1,1,2,6.0,3,60
44,29323.0,2,2,3,1,6.0,1,76
67,1135.0,2,1,2,5,6.0,1,71
52,241457.0,1,3,5,1,1.0,5,70
43,35757.0,2,5,4,1,1.0,2,48
92,20914.0,2,1,4,3,6.0,2,76
51,11518.0,2,2,3,1,6.0,2,16
72,17664.0,1,1,5,5,1.0,1,119
36,157480.0,2,1,5,1,1.0,1,57
42,-6900.0,1,5,2,5,3.0,1,57
62,20055.0,2,1,3,3,4.0,7,49
