AGEP,PINCP,SEX,RAC1P_RECODED,SCHL_RECODED,MAR,ESR,POBP_RECODED,PWGTP
20.0,25.0,2,2,4,1,3,2,162.0
70.0,25837.0,2,5,4,1,6,1,55.0
69.0,187424.0,1,2,4,4,2,5,378.0
31.0,608592.0,1,3,3,4,1,4,206.0
38.0,462767.0,1,1,2,5,6,7,14.0
53.0,25724.0,1,3,1,3,1,5,600.0
85.0,92146.0,2,1,3,2,6,1,621.0
28.0,833742.0,1,4,3,1,1,1,213.0
40.0,-6742.0,1,4,3,4,1,1,586.0
38.0,124129.0,2,4,2,5,1,3,273.0
46.0,240541.0,1,1,4,1,1,1,39.0
61.0,530442.0,1,5,3,1,2,4,353.0
80.0,161942.0,1,2,3,2,4,5,379.0
35.0,928948.0,2,5,3,2,4,2,198.0
80.0,972193.0,2,5,5,2,4,5,620.0
65.0,494803.0,1,1,1,1,6,4,78.0
34.0,29276.0,1,4,1,3,1,1,476.0
62.0,47887.0,1,1,3,1,3,1,497.0
72.0,40764.0,2,1,5,1,6,2,345.0
40.0,34480.0,2,3,4,1,6,3,122.0
32.0,85114.0,2,5,5,1,3,1,546.0
79.0,812796.0,1,1,4,2,3,4,649.0
66.0,64677.0,1,3,1,1,4,2,458.0
56.0,174867.0,2,2,2,2,6,4,92.0
82.0,1014028.0,2,5,5,2,4,5,428.0
77.0,879299.0,1,4,5,5,3,6,1.0
49.0,10323.0,2,4,2,1,2,3,39.0
61.0,835939.0,1,4,5,5,6,7,281.0
29.0,99627.0,1,2,3,3,2,3,280.0
61.0,31737.0,1,4,1,3,6,6,102.0
88.0,506012.0,2,3,2,5,1,6,557.0
70.0,6475.0,1,5,2,2,1,1,244.0
31.0,42707.0,2,1,5,1,1,1,153.0
32.0,-6597.0,1,1,5,5,3,1,91.0
40.0,367993.0,1,3,5,1,4,6,581.0
32.0,255521.0,2,3,5,4,6,5,200.0
32.0,93510.0,1,4,1,5,1,1,78.0
58.0,91133.0,2,5,3,1,2,5,456.0
63.0,771478.0,2,4,5,4,6,5,37.0
31.0,290649.0,1,1,5,5,1,6,153.0
39.0,14238.0,1,4,5,1,3,3,229.0
80.0,368992.0,2,2,3,1,6,4,221.0
90.0,66130.0,1,1,3,2,6,2,184.0
64.0,922563.0,2,4,2,4,2,4,314.0
74.0,46025.0,1,5,4,5,1,2,585.0
31.0,1074687.0,1,3,5,4,1,4,203.0
60.0,143500.0,1,1,4,3,1,1,261.0
65.0,478047.0,2,4,2,1,6,5,58.0
82.0,1014645.0,2,2,3,1,6,4,118.0
75.0,409301.0,1,4,4,5,6,2,13.0
31.0,149608.0,2,1,3,4,1,1,201.0
56.0,608299.0,1,5,3,1,1,6,238.0
32.0,1030721.0,1,2,3,5,6,5,36.0
71.0,336014.0,2,5,4,2,1,3,238.0
48.0,95776.0,1,2,4,5,3,1,528.0
92.0,403288.0,2,5,4,5,2,5,464.0
81.0,707816.0,2,1,3,1,6,4,364.0
73.0,463586.0,2,4,1,5,6,5,521.0
50.0,127768.0,2,1,5,1,6,1,63.0
89.0,931832.0,1,1,3,3,6,7,196.0
49.0,45428.0,2,3,4,3,1,5,225.0
71.0,221921.0,1,2,1,4,1,3,148.0
54.0,27231.0,1,2,2,2,2,1,80.0
47.0,176667.0,1,3,5,5,1,5,120.0
62.0,942971.0,2,3,4,2,6,6,413.0
73.0,274740.0,1,5,2,5,3,4,480.0
37.0,5775.0,1,1,3,1,1,1,190.0
73.0,8517.0,1,1,3,1,6,2,277.0
54.0,273404.0,1,2,2,2,2,3,479.0
48.0,1008960.0,2,2,2,2,1,6,353.0
21.0,312037.0,1,5,1,1,2,1,415.0
